RCG,Metier_level6,Selection_panel_option,Old_code,Used_by_country_in_RDB,Total_n_trips_RDB_2009t2017
NA,PTM_SPF_70-99_0_0,,"PTM_SPF_70-99_0_0, PTM_SPF_70-89_0_0, PTM_SPF_>=70_0_0","CHA, ENG, FRA, SCT",3632
NA,PTM_SPF_100-119_0_0,,PTM_SPF_100-119_0_0,"FRA, SCT",57
NA,PTM_SPF_>=120_0_0,,,,
NA,PTM_SPF_>0_0_0,,PTM_SPF_0_0_0,"FRA, IRL",4125
NA,SDN_DEF_<16_0_0,,,,
NA,SDN_DEF_16-31_0_0,,SDN_DEF_16-31_0_0,FRA,2
NA,SDN_DEF_32-39_0_0,,SDN_DEF_32-69_0_0,FRA,2
NA,SDN_DEF_40-54_0_0,,,,
NA,SDN_DEF_55-64_0_0,,,,
NA,SDN_DEF_65-69_0_0,,,,
NA,SDN_DEF_70-99_0_0,,"SDN_DEF_70-99_0_0, SDN_DEF_70-89_0_0, SDN_DEF_>=70_0_0","FRA, NLD",3120
NA,SDN_DEF_100-119_0_0,,SDN_DEF_100-119_0_0,"FRA, NLD",250
NA,SDN_DEF_>=120_0_0,,SDN_DEF_>=120_0_0,"FRA, SCT",51
NA,SDN_DEF_>0_0_0,,"SDN_DEF_>0_0_0, SDN_DEF_0_0_0","BEL, FRA",4940
NA,SDN_MCF_<16_0_0,,,,
NA,SDN_MCF_16-31_0_0,,,,
NA,SDN_MCF_32-39_0_0,,,,
NA,SDN_MCF_40-54_0_0,,,,
NA,SDN_MCF_55-64_0_0,,SDN_MCF_<55_0_0,ESP,13285
NA,SDN_MCF_65-69_0_0,,,,
NA,SDN_MCF_70-99_0_0,,,,
NA,SDN_MCF_100-119_0_0,,,,
NA,SDN_MCF_>=120_0_0,,,,
NA,SDN_MCF_>0_0_0,,,,
NA,SSC_DEF_<16_0_0,,SSC_DEF_<16_0_0,ENG,1
NA,SSC_DEF_16-31_0_0,,SSC_DEF_16-31_0_0,ENG,11
NA,SSC_DEF_32-39_0_0,,,,
NA,SSC_DEF_40-54_0_0,,,,
NA,SSC_DEF_55-64_0_0,,,,
NA,SSC_DEF_65-69_0_0,,,,
NA,SSC_DEF_70-99_0_0,,"SSC_DEF_70-99_0_0, SSC_DEF_>=70_0_0","BEL, ENG, NLD, SCT",918
NA,SSC_DEF_100-119_0_0,,SSC_DEF_100-119_0_0,"IRL, NIR, NLD, SCT",1275936
NA,SSC_DEF_>=120_0_0,,SSC_DEF_>=120_0_0,"NIR, SCT",180
NA,SSC_DEF_>0_0_0,,SSC_DEF_0_0_0,NLD,3
NA,PS_DEF_>0_0_0,,PS_DEF_0_0_0,FRA,1467
NA,PS_LPF_>0_0_0,,PS_LPF_0_0_0,FRA,95
NA,PS_SPF_<16_0_0,,PS_SPF_>=16_0_0,PRT,38268
NA,PS_SPF_16-31_0_0,,PS_SPF_16-31_0_0,FRA,1451
NA,PS_SPF_32-39_0_0,,,,
NA,PS_SPF_40-54_0_0,,,,
NA,PS_SPF_55-64_0_0,,,,
NA,PS_SPF_65-69_0_0,,,,
NA,PS_SPF_70-99_0_0,,,,
NA,PS_SPF_100-119_0_0,,,,
NA,PS_SPF_>=120_0_0,,PS_SPF_>=120_0_0,FRA,357
NA,PS_SPF_>0_0_0,,"PS_SPF_>0_0_0, PS_SPF_0_0_0","ENG, ESP, FRA, NIR, PRT, SCT",228284
NA,SB_FIF_>0_0_0,,"SB_FIF_>0_0_0, SB_FIF_0_0_0","ENG, ESP, FRA, NIR, PRT, SCT",232
MED,DRB_MOL_>0_0_0,,,,
MED,FPN_LPF_>0_0_0,,,,
MED,FPO_CRU_>0_0_0,,,,
MED,FPO_DEF_>0_0_0,,,,
MED,FYK_CAT_>0_0_0,,,,
MED,FYK_DEF_>0_0_0,,,,
MED,GND_DEF_<16_0_0,,,,
MED,GND_DEF_>=16_0_0,,,,
MED,GND_DEF_>0_0_0,,,,
MED,GND_SPF_<16_0_0,,,,
MED,GND_SPF_>=16_0_0,,,,
MED,GND_SPF_>0_0_0,,,,
MED,GNS_DEF_<16_0_0,,,,
MED,GNS_DEF_>=16_0_0,,,,
MED,GNS_DEF_>0_0_0,,,,
MED,GNS_SLP_<16_0_0,,,,
MED,GNS_SLP_>=16_0_0,,,,
MED,GNS_SLP_>0_0_0,,,,
MED,GTR_DEF_<16_0_0,,,,
MED,GTR_DEF_>=16_0_0,,,,
MED,GTR_DEF_>0_0_0,,,,
MED,LA_SLP_>14_0_0,,,,
MED,LA_SLP_>0_0_0,,,,
MED,LH_CEP_0_0_0,,,,
MED,LH_FIF_0_0_0,,,,
MED,LLD_LPF_0_0_0,,,,
MED,LLS_FIF_0_0_0,,,,
MED,LTL_LPF_0_0_0,,,,
MED,MIS_MIS_0_0_0,,,,
MED,OTB_DEF_<40_0_0,,,,
MED,OTB_DEF_>=40_0_0,,,,
MED,OTB_DEF_>0_0_0,,,,
MED,OTB_DWS_<40_0_0,,,,
MED,OTB_DWS_>=40_0_0,,,,
MED,OTB_DWS_>0_0_0,,,,
MED,OTB_MDD_<40_0_0,,,,
MED,OTB_MDD_>=40_0_0,,,,
MED,OTB_MDD_>0_0_0,,,,
MED,OTM_MPD_<14_0_0,,,,
MED,OTM_MPD_14-19_0_0,,,,
MED,OTM_MPD_>=20_0_0,,,,
MED,OTM_MPD_>0_0_0,,,,
MED,PS_LPF_<14_0_0,,,,
MED,PS_LPF_>=14_0_0,,,,
MED,PS_LPF_>0_0_0,,,,
MED,PS_SPF_<14_0_0,,,,
MED,PS_SPF_>=14_0_0,,,,
MED,PS_SPF_>0_0_0,,,,
MED,PTM_SPF_<14_0_0,,,,
MED,PTM_SPF_14-19_0_0,,,,
MED,PTM_SPF_>=20_0_0,,,,
MED,PTM_SPF_>0_0_0,,,,
MED,SB_FIF_>0_0_0,,,,
MED,SV_FIF_>0_0_0,,,,
MED,TBB_DEF_<40_0_0,,,,
MED,TBB_DEF_>=40_0_0,,,,
MED,TBB_DEF_>0_0_0,,,,
BS,DRB_MOL_>0_0_0,,"DRB_MOL_>=0_0_0, DRB_MOL_>0_0_0, DRB_MOL_0_0_0","DEU, DNK, SWE",127
BS,FPN_ANA_>0_0_0,,FPN_ANA_>0_0_0,"DEU, DNK, SWE",1228
BS,FPN_CAT_>0_0_0,,FPN_CAT_>0_0_0,"DEU, DNK, SWE",46570
BS,FPN_CRU_>0_0_0,,FPN_CRU_>0_0_0,DNK,794
BS,FPN_DEF_>0_0_0,,FPN_DEF_>0_0_0,"DEU, DNK, SWE",4885
BS,FPN_FWS_>0_0_0,,FPN_FWS_>0_0_0,"DEU, DNK, POL, SWE",4826
BS,FPN_SPF_>0_0_0,,FPN_SPF_>0_0_0,"DEU, DNK, EST, LVA, SWE",15394
BS,FPO_ANA_>0_0_0,,FPO_ANA_>0_0_0,"DEU, POL, SWE",36148
BS,FPO_CAT_>0_0_0,,FPO_CAT_>0_0_0,"DEU, DNK, POL, SWE",9192
BS,FPO_CRU_>0_0_0,,"FPO_CRU_>0_0_0, FPO_CRU_0_0_0","POL, SWE",6
BS,FPO_DEF_>0_0_0,,"FPO_DEF_>0_0_0, FPO_FIF_>0_0_0","DEU, DNK, POL, SWE",6822
BS,FPO_FWS_>0_0_0,,FPO_FWS_>0_0_0,"DEU, FIN, LVA, POL, SWE",141583
BS,FPO_MOL_>0_0_0,,FPO_MOL_>0_0_0,DNK,2
BS,FPO_SPF_>0_0_0,,FPO_SPF_>0_0_0,"DEU, DNK, LTU, POL, SWE",12761
BS,FYK_ANA_>0_0_0,,FYK_ANA_>0_0_0,"FIN, SWE",147380
BS,FYK_CAT_>0_0_0,,FYK_CAT_>0_0_0,"DNK, SWE",24687
BS,FYK_DEF_>0_0_0,,,,
BS,FYK_FWS_>0_0_0,,FYK_FWS_>0_0_0,"FIN, LVA, SWE",191293
BS,FYK_SPF_>0_0_0,,FYK_SPF_>0_0_0,"FIN, SWE",59336
BS,GND_ANA_>=157_0_0,,GND_ANA_>=157_0_0,"DNK, POL, SWE",35
BS,GND_ANA_>0_0_0,,,,
BS,GNS_ANA_>=157_0_0,,GNS_ANA_>=157_0_0,"DEU, DNK, LVA, POL, SWE",23313
BS,GNS_ANA_>0_0_0,,,,
BS,GNS_ANA_110-156_0_0,,GNS_ANA_110-156_0_0,"DNK, POL, SWE",3604
BS,GNS_ANA_90-109_0_0,,GNS_ANA_90-109_0_0,DNK ,1
BS,GNS_CAT_>0_0_0,,GNS_CAT_>0_0_0,"DEU, DNK, POL, SWE",10968
BS,GNS_CRU_>0_0_0,,GNS_CRU_>0_0_0,DNK,5437
BS,GNS_DEF_>=157_0_0,,"GNS_DEF_>=157_0_0, GNS_DEF_>=220_0_0","DNK, LTU, LVA, POL, SWE",55524
BS,GNS_DEF_>0_0_0,,,,
BS,GNS_DEF_110-156_0_0,,GNS_DEF_110-156_0_0,"DEU, DNK, EST, FIN, LTU, LVA, POL, SWE",493958
BS,GNS_DEF_32-89_0_0,,GNS_DEF_60-79_0_0,LVA,199
BS,GNS_DEF_90-109_0_0,,GNS_DEF_90-109_0_0,"DNK, LTU, SWE",792
BS,GNS_FWS_>0_0_0,,GNS_FWS_>0_0_0,"DEU, DNK, FIN, LTU, LVA, POL, SWE",964965
BS,GNS_SPF_>=157_0_0,,GNS_SPF_>=157_0_0,"DNK, POL, SWE",61
BS,GNS_SPF_>0_0_0,,,,
BS,GNS_SPF_110-156_0_0,,GNS_SPF_110-156_0_0,"DNK, LTU, POL",1176
BS,GNS_SPF_16-31_0_0,,,,
BS,GNS_SPF_32-89_0_0,,"GNS_SPF_16-109_0_0, GNS_SPF_32-109_0_0","DEU, DNK, FIN, LTU, LVA, POL, SWE",62903
BS,GNS_SPF_90-109_0_0,,,,
BS,GTR_CAT_>0_0_0,,GTR_CAT_>0_0_0,SWE,175
BS,GTR_DEF_>=157_0_0,,GTR_DEF_>=157_0_0,SWE,2311
BS,GTR_DEF_>0_0_0,,GTR_DEF_0_0_0,POL,3
BS,GTR_DEF_110-156_0_0,,GTR_DEF_110-156_0_0,"DEU, SWE",24095
BS,GTR_DEF_90-109_0_0,,GTR_DEF_90-109_0_0,SWE,1
BS,GTR_FWS_>0_0_0,,GTR_FWS_>0_0_0,"DEU, POL, SWE",395
BS,GTR_SPF_>=157_0_0,,,,
BS,GTR_SPF_>0_0_0,,,,
BS,GTR_SPF_110-156_0_0,,,,
BS,GTR_SPF_16-31_0_0,,,,
BS,GTR_SPF_32-89_0_0,,GTR_SPF_32-109_0_0,"DEU, SWE",73
BS,GTR_SPF_90-109_0_0,,,,
BS,LHP_FIF_0_0_0,,LHP_FIF_0_0_0,"DEU, DNK, SWE",1338
BS,LLD_ANA_0_0_0,,LLD_ANA_0_0_0,"DEU, DNK, FIN, LVA, POL, SWE",7933
BS,LLD_FIF_0_0_0,,LLD_DEF_0_0_0,POL ,3
BS,LLD_SPF_0_0_0,,LLD_SPF_0_0_0,"DNK, POL",7
BS,LLS_ANA_0_0_0,,LLS_ANA_0_0_0,"DEU, DNK, POL, SWE",408
BS,LLS_CAT_0_0_0,,LLS_CAT_0_0_0,"DEU, DNK, POL, SWE",6541
BS,LLS_FIF_0_0_0,,LLS_DEF_0_0_0,"DEU, DNK, FIN, LTU, LVA, POL, SWE",29397
BS,LLS_FWS_0_0_0,,LLS_FWS_0_0_0,"DEU, DNK, FIN, POL",20262
BS,LLS_SPF_0_0_0,,LLS_SPF_0_0_0,"DEU, DNK, POL ",268
BS,MIS_MIS_0_0_0,,"MIS_MIS_0_0_0, NULL","DEU, DNK, FIN, POL, SWE",1324
BS,OTB_CRU_>0_0_0,,OTB_CRU_>0_0_0,"DEU, DNK, SWE",529
BS,OTB_DEF_<16_0_0,,OTB_DEF_<16_0_0,"DEU, DNK, POL",260
BS,OTB_DEF_>=105_1_110,,OTB_DEF_>=105_1_110,"DEU, DNK, LVA, SWE",14010
BS,OTB_DEF_>=105_1_120,,OTB_DEF_>=105_1_120,"DEU, DNK, FIN, LTU, LVA, POL, SWE",128171
BS,OTB_DEF_>=120_0_0,,OTB_DEF_>=120_0_0,"LTU, SWE",2652
BS,OTB_DEF_>0_0_0,,,,
BS,OTB_DEF_16-31_0_0,,,,
BS,OTB_DEF_32-89_0_0,,,,
BS,OTB_DEF_90-104_0_0,,OTB_DEF_90-104_0_0,"DEU, DNK ",11633
BS,OTB_FWS_>0_0_0,,OTB_FWS_>0_0_0,"DEU, DNK, POL, SWE",4596
BS,OTB_SPF_<16_0_0,,,,
BS,OTB_SPF_>=105_1_110,,,,
BS,OTB_SPF_>=105_1_120,,OTB_SPF_>=105_1_120,DNK,4
BS,OTB_SPF_>=120_0_0,,OTB_SPF_>=120_0_0,POL,108
BS,OTB_SPF_>0_0_0,,,,
BS,OTB_SPF_16-31_0_0,,"OTB_SPF_16-31_0_0, OTB_SPF_16-104_0_0","DEU, DNK, LTU, LVA, POL, SWE",9057
BS,OTB_SPF_32-89_0_0,,"OTB_SPF_32-89_0_0, OTB_SPF_32-104_0_0","DEU, DNK, POL, SWE",2022
BS,OTB_SPF_90-104_0_0,,OTB_SPF_90-104_0_0,DNK ,8
BS,OTM_DEF_<16_0_0,,OTM_DEF_<16_0_0,"DNK, POL",1540
BS,OTM_DEF_>=105_1_110,,OTM_DEF_>=105_1_110,"DEU, DNK, EST, SWE",720
BS,OTM_DEF_>=105_1_120,,OTM_DEF_>=105_1_120,"DEU, DNK, FIN, STU, LVA, POL, SWE",1435
BS,OTB_SPF_>=120_0_0,,OTM_SPF_>120_0_0,"LTU, SWE",14
BS,OTM_DEF_>0_0_0,,,,
BS,OTM_DEF_16-31_0_0,,,,
BS,OTM_DEF_32-89_0_0,,,,
BS,OTM_DEF_90-104_0_0,,OTM_DEF_90-104_0_0,DEU ,1
BS,OTM_FWS_>0_0_0,,OTM_FWS_>0_0_0,FIN,1058
BS,OTM_SPF_<16_0_0,,,,
BS,OTM_SPF_>=105_1_110,,OTM_SPF_>=105_1_110,DNK,2
BS,OTM_SPF_>=105_1_120,,OTM_SPF_>=105_1_120,LTU,1
BS,OTM_SPF_>0_0_0,,,,
BS,OTM_SPF_16-31_0_0,,"OTM_SPF_16-31_0_0, OTM_SPF_16-104_0_0","DEU, DNK, EST, FIN, LTU, LVA, POL, SWE",145474
BS,OTM_SPF_32-89_0_0,,"OTM_SPF_32-89_0_0, OTM_SPF_32-69_0_0, OTM_SPF_32-104_0_0, OTM_SPF_40-59_0_0","DEU, DNK, LTU, POL, SWE",22032
BS,OTM_SPF_90-104_0_0,,,,
BS,OTT_DEF_<16_0_0,,,,
BS,OTT_DEF_>=105_1_110,,OTT_DEF_>=105_1_110,SWE,1
BS,OTT_DEF_>=105_1_120,,OTT_DEF_>=105_1_120,"DEU, SWE",2085
BS,OTT_DEF_>=120_0_0,,OTT_DEF_>=120_0_0,SWE,187
BS,OTT_DEF_>0_0_0,,,,
BS,OTT_DEF_16-31_0_0,,,,
BS,OTT_DEF_32-89_0_0,,,,
BS,OTT_DEF_90-104_0_0,,,,
BS,PS_SPF_<16_0_0,,,,
BS,PS_SPF_>=105_1_110,,,,
BS,PS_SPF_>=105_1_120,,,,
BS,PS_SPF_>0_0_0,,,,
BS,PS_SPF_16-31_0_0,,PS_SPF_16-31_0_0,"DNK, SWE",875
BS,PS_SPF_32-89_0_0,,PS_SPF_32-104_0_0,SWE,53
BS,PS_SPF_90-104_0_0,,,,
BS,PTB_DEF_<16_0_0,,PTB_DEF_<16_0_0,DNK,526
BS,PTB_DEF_>=105_1_110,,PTB_DEF_>=105_1_110,"DEU, DNK, SWE",731
BS,PTB_DEF_>=105_1_120,,PTB_DEF_>=105_1_120,"DEU, DNK, POL, SWE",5070
BS,PTB_DEF_>0_0_0,,,,
BS,PTB_DEF_16-31_0_0,,,,
BS,PTB_DEF_32-89_0_0,,,,
BS,PTB_DEF_90-104_0_0,,PTB_DEF_90-104_0_0,"DEU, DNK ",1082
BS,PTB_FWS_>0_0_0,,PTB_FWS_>0_0_0,"DEU, SWE",5886
BS,PTB_SPF_<16_0_0,,,,
BS,PTB_SPF_>=105_1_110,,PTB_SPF_>=105_1_110,DNK,2
BS,PTB_SPF_>=105_1_120,,PTB_SPF_>=105_1_120,"DNK, POL",4
BS,PTB_SPF_>0_0_0,,,,
BS,PTB_SPF_16-31_0_0,,"PTB_SPF_16-31_0_0, PTB_SPF_16-104_0_0","DEU, DNK, POL, SWE",2744
BS,PTB_SPF_32-89_0_0,,"PTB_SPF_32-89_0_0, PTB_SPF_32-104_0_0","DEU, DNK, POL, SWE",5364
BS,PTB_SPF_90-104_0_0,,,,
BS,PTM_DEF_<16_0_0,,PTM_DEF_<16_0_0,"DNK, POL",939
BS,PTM_DEF_>=105_1_110,,PTM_DEF_>=105_1_110,DNK ,1
BS,PTM_DEF_>=105_1_120,,PTM_DEF_>=105_1_120,"DEU, DNK, POL",79
BS,PTM_DEF_>0_0_0,,,,
BS,PTM_DEF_16-31_0_0,,,,
BS,PTM_DEF_32-89_0_0,,,,
BS,PTM_DEF_90-104_0_0,,PTM_DEF_90-104_0_0,"DEU, DNK ",39
BS,PTM_FWS_>0_0_0,,PTM_FWS_>0_0_0,"DEU, DNK, FIN",589
BS,PTM_SPF_<16_0_0,,PTM_SPF_<16_0_0,LTU,45
BS,PTM_SPF_>=105_1_110,,PTM_SPF_>=105_1_110,DNK,2
BS,PTM_SPF_>=105_1_120,,PTM_SPF_>=105_1_120,POL,1
BS,PTM_SPF_>0_0_0,,,,
BS,PTM_SPF_16-31_0_0,,"PTM_SPF_16-31_0_0, PTM_SPF_16-104_0_0","DEU, DNK, LTU, LVA, POL, SWE",7594
BS,PTM_SPF_32-89_0_0,,"PTM_SPF_32-89_0_0, PTM_SPF_32-69_0_0, PTM_SPF_32-104_0_0","DEU, DNK, POL, SWE",11772
BS,PTM_SPF_90-104_0_0,,PTM_SPF_90-104_0_0,DNK ,1
BS,SB_FIF_>0_0_0,,SB_FIF_>0_0_0,"POL, SWE",111
BS,SDN_DEF_<16_0_0,,,,
BS,SDN_DEF_>=105_1_110,,SDN_DEF_>=105_1_110,"DEU, DNK, LVA",1717
BS,SDN_DEF_>=105_1_120,,SDN_DEF_>=105_1_120,"DEU, DNK, EST, POL",1187
BS,SDN_DEF_>0_0_0,,,,
BS,SDN_DEF_16-31_0_0,,,,
BS,SDN_DEF_32-89_0_0,,SDN_SPF_32-104_0_0,"DEU, POL",65
BS,SDN_DEF_90-104_0_0,,SDN_DEF_90-104_0_0,DNK ,9
BS,SSC_DEF_>=105_1_110,,SSC_DEF_>=105_1_110,"DEU, DNK",144
BS,SSC_DEF_>=105_1_120,,SSC_DEF_>=105_1_120,"DEU, DNK",478
BS,SSC_DEF_<16_0_0,,SSC_DEF_<16_0_0,DNK,1
BS,SSC_DEF_>0_0_0,,,,
BS,SSC_DEF_16-31_0_0,,,,
BS,SSC_DEF_32-89_0_0,,,,
BS,SSC_DEF_90-104_0_0,,,,
BS,SSC_FWS_>0_0_0,,SSC_FWS_>0_0_0,"FIN, POL",473
LD,FPN_LPF_>0_0_0,,,,
LD,FPO_CRU_>0_0_0 ,,,,
LD,FPO_FIF_>0_0_0,,,,
LD,LHM_LPF_0_0_0,,,,
LD,LHP_FIF_0_0_0,,,,
LD,LHP_LPF_0_0_0,,,,
LD,LHP_MOL_0_0_0 ,,,,
LD,LHP_SPF_0_0_0 ,,,,
LD,LLD_DWF_0_0_0,,,,
LD,LLD_LPF_0_0_0,,,,
LD,LLS_DEF_0_0_0,,,,
LD,LLS_FIF_0_0_0,,,,
LD,LLS_MOL_0_0_0 ,,,,
LD,LLS_SPF_0_0_0 ,,,,
LD,LTL_LPF_0_0_0,,,,
LD,MIS_DES_0_0_0,,,,
LD,MIS_DEF_0_0_0,,,,
LD,MIS_FIF_0_0_0,,,,
LD,MIS_LPF_0_0_0,,,,
LD,MIS_MOL_0_0_0,,,,
LD,MIS_SPF_0_0_0 ,,,,
LD,OTB_CEP_>0_0_0,,,,
LD,OTB_CEP_70-119_0_0,,,,
LD,OTB_CEP_>=120_0_0  ,,,,
LD,OTB_CRU_>0_0_0,,,,
LD,OTB_CRU_32-69_0_0,,,,
LD,OTB_CRU_70-119_0_0,,,,
LD,OTB_CRU_>=120_0_0,,,,
LD,OTB_DEF_>0_0_0,,,,
LD,OTB_DEF_70-119_0_0,,,,
LD,OTB_DEF_>=120_0_0,,,,
LD,OTB_MCF_>0_0_0,,,,
LD,OTB_MCF_70-119_0_0,,,,
LD,OTB_MCF_>=120_0_0,,,,
LD,OTM_LPF_>0_0_0,,,,
LD,OTM_LPF_70-119_0_0,,,,
LD,OTM_LPF_>=120_0_0,,,,
LD,OTM_MCF_>0_0_0,,,,
LD,OTM_MCF_70-119_0_0,,,,
LD,OTM_MCF_>=120_0_0,,,,
LD,OTM_SPF_>0_0_0,,,,
LD,OTM_SPF_32-69_0_0,,,,
LD,OTM_SPF_70-119_0_0 ,,,,
LD,OTM_SPF_>=120_0_0,,,,
LD,PS_LPF_>0_0_0,,,,
LD,PS_LPF_10-31_0_0,,,,
LD,PS_LPF_32-69_0_0,,,,
LD,PS_LPF_70-119_0_0,,,,
LD,PS_LPF_>=120_0_0,,,,
LD,PS_SPF_>0_0_0,,,,
LD,PS_SPF_10-31_0_0,,,,
LD,PS_SPF_32-69_0_0 ,,,,
LD,PS_SPF_70-119_0_0 ,,,,
LD,PS_SPF_>=120_0_0,,,,
LD,PTM_LPF_>0_0_0,,,,
LD,PTM_LPF_32-69_0_0,,,,
LD,PTM_LPF_70-119_0_0,,,,
LD,PTM_LPF_>=120_0_0,,,,
