region;sppName;latinName;RFMO;RFMO_Stock_ID;FIDES_stockID;area;areaBis;TAC area description;Comments;;;;;
Other regions;King mackerel;Scomberomorus cavalla;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Atlantic Spanish mackerel;Scomberomorus maculatus;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Cero;Scomberomorus regalis;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;West African Spanish mackerel;Scomberomorus tritor;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;White marlin;Tetrapturus albidus;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Albacore tuna;Thunnus alalunga;ICCAT;;ALBAS05N,ALBAN05N;Atlantic Ocean and adjacent seas;31, 34, 41, 47;;;;;;;
Other regions;Yellowfin tuna;Thunnus albacares;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,27, 37;;;;;;;
Other regions;Blackfin tuna;Thunnus atlanticus;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Bigeye tuna;Thunnus obesus;ICCAT;;BETATLANT;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Bluefin tuna;Thunnus thynnus;ICCAT;;BFT*641,BFT*643,BFT*8301,BFT*8302,BFT'*8303F,BFTAE45WM;Atlantic Ocean and adjacent seas;31,27,34,37,47;;;;;;;
Other regions;Swordfish;Xiphias gladius;ICCAT;;No TAC;Atlantic Ocean and adjacent seas;21,31,27,34,37;;;;;;;
Other regions;Pelagic thresher shark;Alopias pelagicus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Bigeye thresher shark;Alopias superciliosus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Bullet tuna;Auxis rochei;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Frigate tuna;Auxis thazard;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Silky shark;Carcharhinus falciformes;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Oceanic whitetip shark;Carcharhinus longimanus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Dolphinfish;Coryphaena hippurus;IOTC;;No TAC;Runion et Mayotte;51;;;;;;;
Other regions;Kawakawa;Euthynnus affinis;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Indo-Pacific sailfish;Istiophorus platypterus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Skipjack tuna;Katsuwonus pelamis;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Black marlin;Makaira indica;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Blue marlin;Makaira nigricans (or mazara);IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Blue shark;Prionace glauca;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Narrow-barred Spanish mackerel;Scomberomorus commerson;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Indo-Pacific king mackerel;Scomberomorus guttatus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Scalloped hammerhead shark;Sphyrna lewini;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Striped marlin;Tetrapturus audax;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Albacore tuna;Thunnus alalunga;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Yellowfin tuna;Thunnus albacares;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Bigeye tuna;Thunnus obesus;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Longtail tuna;Thunnus tonggol;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Swordfish;Xiphias gladius;IOTC;;No TAC;Indian Ocean Western and Eastern;51,57;;;;;;;
Other regions;Skipjack tuna;Katsuwonus pelamis;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Black marlin;Makaira indica;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Blue marlin;Makaira nigricans (or mazara);IATTC;;No TAC;East Pacific Ocean;77,87;;;;;;;
Other regions;Striped marlin;Tetrapturus audax;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Albacore tuna;Thunnus alalunga;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Yellowfin tuna;Thunnus albacares;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Bigeye tuna;Thunnus obesus;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Pacific bluefin tuna;Thunnus orientalis;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Swordfish;Xiphias gladius;IATTC;;No TAC;East Pacific Ocean;;;;;;;;
Other regions;Grunt;Brachydeuterus spp;CECAF;;No TAC;34.1.3,34.3.1,34.3.3-6;34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Jack;Caranx spp;CECAF;;No TAC;34.3.1,34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Tongue sole;Cynoglossus spp;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Scad;Decapterus spp;CECAF;;No TAC;34.3.1,34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Canary dentex;Dentex canariensis;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Congo dentex;Dentex congoensis;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Large-eye dentex;Dentex macrophthalmus;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Morocco dentex;Dentex maroccanus;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Dentex;Dentex spp;CECAF;;No TAC;34.1.1; 34.1.3,34.3.1,34.3.3-6,34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3?;;;;;;;
Other regions;Anchovy;Engraulis encrasicolus;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;White grouper;Epinephelus aeneus;CECAF;;No TAC;34.1.3,34.3.1,34.3.3-6;34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Bonga shad;Ethmalosa fimbriata;CECAF;;No TAC;34.3.1,34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Southern pink shrimp;Farfantepenaeus notialis;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Lesser African threadfin;Galeoides decadactylus;CECAF;;No TAC;34.1.3,34.3.1,34.3.3-6;34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Common squid;Loligo vulgaris;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Benguela hake;Merluccius polli;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Senegalese hake;Merluccius senegalensis;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Other hake;Merluccius spp;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Common octopus;Octopus vulgaris;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;axillary sea bream;Pagellus acarne;CECAF;;No TAC;34.1.1;34_1_1;;;;;;;
Other regions;Red pandora;Pagellus bellottii;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Blackspot sea bream;Pagellus bogaraveo;CECAF;;No TAC;34.1.1;34_1_1;;;;;;;
Other regions;Pandora;Pagellus spp;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Blue spotted sea bream;Pagrus caeruleostictus;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Deepwater rose shrimp;Parapenaeus longirostris;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Bastard grunt;Pomadasys incisus;CECAF;;No TAC;34.1.1;34_1_1;;;;;;;
Other regions;Grunt;Pomadasys spp;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;West African croakers;Pseudotolithus spp;CECAF;;No TAC;34.1.1;34_1_1;;;;;;;
Other regions;Sardine;Sardina pilchardus;CECAF;;No TAC;34.1.1,34.1.3;34_1_1,34_1_3;;;;;;;
Other regions;Round sardinella;Sardinella aurita;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Short-body sardinella;Sardinella maderensis;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Chub mackerel;Scomber japonicus;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Other Mackerel;Scomber spp;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Cuttlefish;Sepia hierredda;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Common cuttlefish;Sepia officinalis;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Cuttlefishes;Sepia spp;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Sea bream;Sparidae;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Sea bream;Sparus spp;CECAF;;No TAC;34.1.1;34_1_1;;;;;;;
Other regions;Atlantic horse mackerel;Trachurus trachurus;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Cunene horse mackerel;Trachurus trecae;CECAF;;No TAC;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Canary drum;Umbrina canariensis;CECAF;;No TAC;34.3.3-6;34_3_3,34_3_4,34_3_5,34_3_6;;;;;;;
Other regions;Thorny skate;Amblyraja radiata;NAFO 3LNOPs;;;21;;;;;;;;
Other regions;Alfonsinos;Beryx sp.;NAFO 6G;;;21;;;;;;;;
Other regions;Roundnose Grenadier;Coryphaenoides rupestris;NAFO SA0 + 1;;;21;;;;;;;;
Other regions;Cod;Gadus morhua;NAFO 2J 3KL;;;21;;;;;;;;
Other regions;Cod;Gadus morhua;NAFO 3M;;;21;;;;;;;;
Other regions;Cod;Gadus morhua;NAFO 3NO;;;21;;;;;;;;
Other regions;Cod;Gadus morhua;NAFO 3Ps;;;21;;;;;;;;
Other regions;Cod;Gadus morhua;NAFO SA1;;;21;;;;;;;;
Other regions;Witch flounder;Glyptocephalus cynoglossus;NAFO 3NO;;;21;;;;;;;;
Other regions;Witch flounder;Glyptocephalus cynoglossus;NAFO 2J3KL;;;21;;;;;;;;
Other regions;American plaice;Hippoglossoides platessoides;NAFO 3LNO;;;21;;;;;;;;
Other regions;American plaice;Hippoglossoides platessoides;NAFO 3M;;;21;;;;;;;;
Other regions;Atlantic halibut;Hippoglossus hippoglossus;NAFO SA1;;;21;;;;;;;;
Other regions;Shortfin squid;Illex illecebrosus;NAFO Subareas 3 + 4;;;21;;;;;;;;
Other regions;Yellowtail flounder;Limanda ferruginea;NAFO 3LNO;;;21;;;;;;;;
Other regions;Roughhead grenadier;Macrourus berglax;NAFO SA2 + 3;;;21;;;;;;;;
Other regions;Capelin;Mallotus villosus;NAFO 3NO;;;21;;;;;;;;
Other regions;Northern shrimp;Pandalus borealis;NAFO 3LNO;;;21;;;;;;;;
Other regions;Northern shrimp;Pandalus borealis;NAFO 3M;;;21;;;;;;;;
Other regions;Greenland halibut;Reinhardtius hippoglossoides;NAFO 3KLMNO;;;21;;;;;;;;
Other regions;Greenland halibut;Reinhardtius hippoglossoides;NAFO SA1;;;21;;;;;;;;
Other regions;Salmon;Salmo salar;NAFO S1 + ICES Sub- area XIV;;;21;;;;;;;;
Other regions;Redfish;Sebastes mentella;NAFO SA1;;;21;;;;;;;;
Other regions;Redfish;Sebastes spp;NAFO 3LN;;;21;;;;;;;;
Other regions;Redfish;Sebastes spp;NAFO 3M;;;21;;;;;;;;
Other regions;Redfish;Sebastes spp;NAFO 3O;;;21;;;;;;;;
Other regions;White hake;Urophycis tenuis;NAFO 3NO;;;21;;;;;;;;
Other regions;;Allocyttus guineensis;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Oreo dories;Allocyttus verucossus;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Blue antimora;Antimora rostrata;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Alfonsinos;Beryx spp;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Red/Golden crabs;Chaceon spp;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Patagonian toothfish;Dissostichus eleginoides;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Cape bonnetmouth;Emmelichthys nitidus;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Cardinal fish;Epigonus spp;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Blackbelly rosefishes;Helicolenus spp;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Orange roughy;Hoplostethus atlanticus;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Tristan rock lobster;Jasus tristani;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Silver scabbardfish;Lepidotus caudatus;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Grenadiers;Macrourus spp;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Hake;Merluccius spp;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;;Neocyttus romboidales;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Orange bellowfish;Notopogon fernandezianus;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Octopus and squids;Octopodidae and Loliginidae;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Wreckfish;Polyprion americanus;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Roudi escolar;Promethichthys prometheus;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;;Pseudocyttu smaculatus;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Pelagic armourhead/ Southern boarfish;Pseudopentaceros richardsoni;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Oilfish;Ruvettus pretiosus;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Imperial blackfish;Schedophilus ovalis;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Violet warehou;Schedophilus velaini;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Mackerel;Scomber spp;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Horse mackerel;Trachurus spp;SEAFO;;No TAC;South-East Atlantic;47;;;;;;;
Other regions;Sea catfishes;Ariidae;WECAFC;;No TAC;French Guyana;31;;;;;;;
Other regions;Snooks;Centropomus spp;WECAFC;;No TAC;French Guyana;31;;;;;;;
Other regions;Acoupa weakfish;Cynoscion acoupa;WECAFC;;No TAC;French Guyana;31;;;;;;;
Other regions;Smalltooth weakfish;Cynoscion steindachneri;WECAFC;;No TAC;French Guyana;31;;;;;;;
Other regions;Green weakfish;Cynoscion virescens;WECAFC;;No TAC;French Guyana;31;;;;;;;
Other regions;Red hind;Epinephelus guttatus;WECAFC;;No TAC;West Central Atlantic;31;;;;;;;
Other regions;Torroto grunt;Genyatremus luteus;WECAFC;;No TAC;French Guyana;31;;;;;;;
Other regions;Grunters;Haemulidae;WECAFC;;No TAC;Guadeloupe and Martinique;31;;;;;;;
Other regions;Tripletail;Lobotes surinamensis;WECAFC;;No TAC;French Guyana;31;;;;;;;
Other regions;Snappers;Lutjanidae;WECAFC;;No TAC;Guadeloupe and Martinique;31;;;;;;;
Other regions;Blackfin snapper;Lutjanus buccanella;WECAFC;;No TAC;West Central Atlantic;31;;;;;;;
Other regions;Red snapper;Lutjanus campechanus;WECAFC;;No TAC;West Central Atlantic;31;;;;;;;
Other regions;Houndsharks, smoothhounds nei;Lutjanus purpureus;WECAFC;;No TAC;French Guyana;31;;;;;;;
Other regions;Silk snapper;Lutjanus vivanus;WECAFC;;No TAC;West Central Atlantic;31;;;;;;;
Other regions;Mullets;Mugil spp;WECAFC;;No TAC;Guadeloupe and Martinique;31;;;;;;;
Other regions;Caribbean spiny lobster;Panulirus argus;WECAFC;;No TAC;West Central Atlantic;31;;;;;;;
Other regions;Penaeus shrimp;Penaeus subtilis;WECAFC;;PENFGU.;French Guyana;31;;;;;;;
Other regions;Lion fish;Pterois volitans;WECAFC;;No TAC;Guadeloupe and Martinique;31;;;;;;;
Other regions;Groupers;Serranidae;WECAFC;;No TAC;Guadeloupe and Martinique;31;;;;;;;
Other regions;Sharks, rays & skates, Shark-like Selachii; Rajidae;WECAFC;;No TAC;West Central Atlantic;31;;;;;;;
Other regions;Queen conch;Strombus gigas;WECAFC;;No TAC;West Central Atlantic;31;;;;;;;
Other regions;Snappers;Lutjanidae;SIOFA;;No TAC;Runion et Mayotte;;;;;;;;
Other regions;Bigeye scad;Selar crumenophthalmus;SIOFA;;No TAC;Runion et Mayotte;;;;;;;;
Other regions;Groupers;Serranidae;SIOFA;;No TAC;Runion et Mayotte;;;;;;;;
Other regions;Jack mackerel;Trachurus murphyi;SPRFMO;;No TAC;SPRFMO Convention Area;81,87;;;;;;;
Other regions;Wahoo;Acanthocybium solandri;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Pelagic thresher;Alopias pelagicus;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;big eye thresher;Alopias superciliosus;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Common thresher;Alopias vulpinus;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Silky shark;Carcharhinus falciformis;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Oceanic whitetip shark;Carcharhinus longimanus;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Dolphinfish;Coryphaena hippurus;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Rainbow runner;Elagatis bipinnulata;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Skipjack tuna;Katsuwonus pelamis;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Moonfish (opah);Lampris regius;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Escolar;Lepidocybium f lavobrunneum;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Black marlin;Makaira indica;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Blue marlin;Makaira nigricans (or mazara);WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Sunfish;Mola mola;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Blue shark;Prionace glauca;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Oilfish;Ruvettus pretiosus;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Spearfish;Tetrapturus angustirostris;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Striped marlin;Tetrapturus audax;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Albacore tuna;Thunnus alalunga;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Yellowfin tuna;Thunnus albacares;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Bigeye tuna;Thunnus obesus;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Pacific bluefin tuna;Thunnus orientalis;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Swordfish;Xiphias gladius;WCPFC;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Sailfish;Istiophorus platypterus;;;No TAC;West Central Pacific Ocean;71;;;;;;;
Other regions;Limpets;Patellidae;;;No TAC;Azores, Madeira and Canary Islands;34;;;;;;;
Other regions;Sardine;Sardina pilchardus;;;No TAC;Azores, Madeira and Canary Islands;34;;;;;;;
Other regions;Sardinella;Sardinella maderensis;;;No TAC;Azores, Madeira and Canary Islands;34;;;;;;;
Other regions;Atlantic chub mackerel;Scomber colias;;;No TAC;Azores, Madeira and Canary Islands;34;;;;;;;
Other regions;Parrotfish;Sparisoma cretense;;;No TAC;Azores, Madeira and Canary Islands;34;;;;;;;
Other regions;Horse mackerel;Trachurus spp;;;No TAC;Azores, Madeira and Canary Islands;34;;;;;;;
Other regions;Mackerel icefish;Champsocephalus gunnari;CCAMLR;;No TAC;CCAMLR Convention Area;48, 58, 88;;;;;;;
Other regions;Toothfish;Dissostichus spp Dissostichus eleginoides and Dissostichus mawsoni);CCAMLR;;No TAC;CCAMLR Convention Area;48, 58, 88;;;;;;;
Other regions;Krill;Euphausia superba;CCAMLR;;No TAC;CCAMLR Convention Area;48, 58, 88;;;;;;;
