region;sppName;latinName;RFMO;RFMO_Stock_ID;X3A_CODE;FIDES_AREA;area;areaBis;TAC area description;Comments;;
Other regions;Cod;Gadus morhua;NAFO;;COD;N1GL14;SA1;21_1;;;;
Other regions;Mouse catshark;Galeus murinus;NAFO;;GAM;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Witch flounder;Glyptocephalus cynoglossus;NAFO;;WIT;N3NO.;3NO;21_3_N,21_3_O;;;;
Other regions;Witch flounder;Glyptocephalus cynoglossus;NAFO;;WIT;N3L.;2J3KL;21_2_J,21_3_K,21_3_L;;;;
Other regions;Bluntnose sixgill shark;Hexanchus griseus;NAFO;;SBL;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;American plaice;Hippoglossoides platessoides;NAFO;;PLA;N3LNO.;3LNO;21_3_L,21_3_N,21_3_O;;;;
Other regions;American plaice;Hippoglossoides platessoides;NAFO;;PLA;N3M.;3M;21_3_M;;;;
Other regions;Shortfin squid;Illex illecebrosus;NAFO;;SQI;N34.;SA3-4;21_3,21_4;;;;
Other regions;Yellowtail flounder;Limanda ferruginea;NAFO;;YEL;N3LNO.;3LNO;21_3_L,21_3_N,21_3_O;;;;
Other regions;Roughhead grenadier;Macrourus berglax;NAFO;;RHG;N1GRN.;SA1-3;21_1,21_2,21_3;;;;
Other regions;Capelin;Mallotus villosus;NAFO;;CAP;N3NO.;3NO;21_3_N,21_3_O;;;;
Other regions;Sailfin roughshark (Sharpback shark);Oxynotus paradoxus;NAFO;;OXN;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Northern shrimp;Pandalus borealis;NAFO;;PRA;N1GRM.;SA1;21_1;;;;
Other regions;Northern shrimp;Pandalus borealis;NAFO;;PRA;N3LNO.;3LNO;21_3_L,21_3_N,21_3_O;;;;
Other regions;Northern shrimp;Pandalus borealis;NAFO;;PRA;*N3M.;3M;21_3_M;;;;
Other regions;Greenland halibut;Reinhardtius hippoglossoides;NAFO;;GHL;N3LMNO;3KLMNO;21_3_K,21_3_L,21_3_M,21_3_N,21_3_O;;;;
Other regions;Greenland halibut;Reinhardtius hippoglossoides;NAFO;;GHL;N1GRN.;SA1;21_1;;;;
Other regions;Salmon;Salmo salar;NAFO;;SAL;No TAC;NAFO S1 + 1CES Sub- area 14, NEAFC, NASCO;21_1,27_14;;;;
Other regions;Knifetooth dogfish;Scymnodon ringenes;NAFO;;SYR;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;Beaked redfish;Sebastes mentella;NAFO;;REB;No TAC;SA1;21_1;;;;
Other regions;Redfish;Sebastes spp;NAFO;;RED;N3LN.;3LN;21_3_L,21_3_N;;;;
Other regions;Redfish;Sebastes spp;NAFO;;RED;N3M.;3M;21_3_M;;;;
Other regions;Redfish;Sebastes spp;NAFO;;RED;N3O.;3O;21_3_O;;;;
Other regions;Greenland shark;Somniosus microcephalus;NAFO;;GSK;;SA1-6;21_1,21_2,21_3,21_4,21_5,12_6;;;;
Other regions;White hake;Urophycis tenuis;NAFO;;HKW;N3NO.;3NO;21_3_N,21_3_O;;;;
Other regions;Black scabbardfish;Aphanopus carbo;CECAF;;BSF;C3412-;All areas;34;;;;
Other regions;Intermediate scabbardfish;Aphanopus intermedius;CECAF;;APH;;All areas;34;;;;
Other regions;Deep water catsharks;Apristurus spp.;CECAF;;API;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Striped red shrimp;Aristeus varidens;CECAF;;ARV;;All areas;34;;;;
Other regions;Grunt;Brachydeuterus spp;CECAF;;HWX;No TAC;All areas;34;;;;
Other regions;Atlantic pomfret;Brama brama;CECAF;;POA;;All areas;34;;;;
Other regions;Jack;Caranx spp;CECAF;;TRE;No TAC;34.3.1, 34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;
Other regions;Gulper shark;Centrophorus spp.;CECAF;;CWO;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Portuguese dogfish;Centroscymnus coelolepis;CECAF;;CYO;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Longnose velvet dogfish;Centroscymnus crepidater;CECAF;;CYP;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Black dogfish;Centroscyllium fabricii;CECAF;;CFB;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Frilled shark;Chlamydoselachus anguineus;CECAF;;HXC;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Tongue sole;Cynoglossus spp;CECAF;;YOX;No TAC;All areas;34;;;;
Other regions;Kitefin shark;Dalatias licha;CECAF;;SCK;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Birdbeak dogfish;Deania calcea;CECAF;;DCA;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Scad;Decapterus spp;CECAF;;SDX;No TAC;34.3.1, 34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;
Other regions;Large-eye dentex;Dentex macrophthalmus;CECAF;;DEL;No TAC;All areas;34;;;;
Other regions;Anchovy;Engraulis encrasicolus;CECAF;;ANE;No TAC;All areas;34;;;;
Other regions;White grouper;Epinephelus aeneus;CECAF;;GPW;No TAC;34.1.3, 34.3.1, 34.3.3-6;34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;
Other regions;Bonga shad;Ethmalosa fimbriata;CECAF;;BOA;No TAC;34.3.1, 34.3.3-6;34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;
Other regions;Great lanternshark;Etmopterus princeps;CECAF;;ETR;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Velvet belly;Etmopterus spinax;CECAF;;ETX;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Southern pink shrimp;Farfantepenaeus notialis;CECAF;;SOP;No TAC;All areas;34;;;;
Other regions;Lesser African threadfin;Galeoides decadactylus;CECAF;;GAL;No TAC;34.1.3, 34.3.1, 34.3.3-6;34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;;;;
Other regions;Mouse catshark;Galeus murinus;CECAF;;GAM;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Bluntnose sixgill shark;Hexanchus griseus;CECAF;;SBL;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Common squid;Loligo vulgaris;CECAF;;SQR;No TAC;All areas;34;;;;
Other regions;Benguela hake;Merluccius polli;CECAF;;HKB;No TAC;All areas;34;;;;
Other regions;Senegalese hake;Merluccius senegalensis;CECAF;;HKM;No TAC;All areas;34;;;;
Other regions;Common octopus;Octopus vulgaris;CECAF;;OCC;No TAC;All areas;34;;;;
Other regions;Sailfin roughshark (Sharpback shark);Oxynotus paradoxus;CECAF;;OXN;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;axillary sea bream;Pagellus acarne;CECAF;;SBA;No TAC;34.1.1;34_1_1;;;;
Other regions;Red pandora;Pagellus bellottii;CECAF;;PAR;No TAC;All areas;34;;;;
Other regions;Blue spotted sea bream;Pagrus caeruleostictus;CECAF;;BSC;No TAC;All areas;34;;;;
Other regions;Deepwater rose shrimp;Parapenaeus longirostris;CECAF;;DPS;No TAC;All areas;34;;;;
Other regions;Grunt;Pomadasys spp;CECAF;;BGX;No TAC;All areas;34;;;;
Other regions;West African croakers;Pseudotolithus spp;CECAF;;CKW;No TAC;34.1.1;34_1_1;;;;
Other regions;Sardine;Sardina pilchardus;CECAF;;PIL;No TAC;34.1.1, 34.1.3;34_1_1,34_1_3;;;;
Other regions;Round sardinella;Sardinella aurita;CECAF;;SAA;No TAC;All areas;34;;;;
Other regions;Short-body sardinella;Sardinella maderensis;CECAF;;SAE;No TAC;All areas;34;;;;
Other regions;Chub mackerel;Scomber colias;CECAF;;VMA;No TAC;All areas;34;;;;
Other regions;Knifetooth dogfish;Scymnodon ringenes;CECAF;;SYR;;34.1.1, 34.1.2, 34.2;34_1_1,34_1_2,34_2;;;;
Other regions;Cuttlefish;Sepia hierredda;CECAF;;CVT;No TAC;All areas;34;;;;
Other regions;Common cuttlefish;Sepia officinalis;CECAF;;CTC;No TAC;All areas;34;;;;
Other regions;Sea bream;Sparus spp;CECAF;;SBX;No TAC;34.1.1;34_1_1;;;;
Other regions;Horse mackerel;Trachurus spp.;CECAF;;JAX;No TAC;All areas;34;;;;
Other regions;Jack mackerel;Trachurus murphyi;SPRFMO;;CJM;SPRFMO;All areas;81.870000000000005;;;;
Other regions;Wahoo;Acanthocybium solandri;ICCAT;;WAH;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Bigeye thresher shark;Alopias superciliosus;ICCAT;;BTH;;All areas;21,31,27,34,37;;;;
Other regions;Common thresher shark;Alopias vulpinus;ICCAT;;ALV;;All areas;21,31,27,34,37;;;;
Other regions;Bullet tuna;Auxis rochei;ICCAT;;BLT;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Frigate tuna;Auxis thazard;ICCAT;;FRZ;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Silky shark;Carcharhinus falciformis;ICCAT;;FAL;;All areas;21,31,27,34,37;;;;
Other regions;Oceanic whitetip shark;Carcharhinus longimanus;ICCAT;;OCS;;All areas;21,31,27,34,37;;;;
Other regions;Requiem sharks;Carcharhinus spp.;ICCAT;;CWZ;;All areas;21,31,27,34,37;;;;
Other regions;Dolphinfish;Coryphaena hippurus;ICCAT;;DOL;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Atlantic black skipjack;Euthynnus alletteratus;ICCAT;;LTA;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Sailfish;Istiophorus albicans;ICCAT;;SAI;AE45W,AW45W;All areas;21,31,27,34,37;;;;
Other regions;Shortfin mako;Isurus oxyrinchus;ICCAT;;SMA;;All areas;21,31,27,34,37;;;;
Other regions;Longfin mako shark;Isurus paucus;ICCAT;;LMA;;All areas;21,31,27,34,37;;;;
Other regions;White marlin;Kajikia albida;ICCAT;;WHM;ATLANT;All areas;21,31,27,34,37;;;;
Other regions;Skipjack tuna;Katsuwonus pelamis;ICCAT;;SKJ;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Porbeagle;Lamna nasus;ICCAT;;POR;;All areas;21,31,27,34,37;;;;
Other regions;Blue marlin;Makaira nigricans (or mazara);ICCAT;;BUM;ATLANT;All areas;21,31,27,34,37;;;;
Other regions;Mobulidae-manta rays;Mobula spp.;ICCAT;;RMV;;All areas;21,31,27,34,37;;;;
Other regions;Plain bonito;Orcynopsis unicolor;ICCAT;;BOP;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Blue shark;Prionace glauca;ICCAT;;BSH;AN05N, AS05N;All areas;21,31,27,34,37;;;;
Other regions;Whale shark;Rhincodon typus;ICCAT;;RHN;;All areas;21,31,27,34,37;;;;
Other regions;Atlantic bonito;Sarda sarda;ICCAT;;BON;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Serra Spanish mackerel;Scomberomorus brasiliensis;ICCAT;;BRS;No TAC;All areas;21,31,27,34,37;;;;
Other regions;King mackerel;Scomberomorus cavalla;ICCAT;;KGM;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Atlantic Spanish mackerel;Scomberomorus maculatus;ICCAT;;SSM;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Cero;Scomberomorus regalis;ICCAT;;CER;No TAC;All areas;21,31,27,34,37;;;;
Other regions;West African Spanish mackerel;Scomberomorus tritor;ICCAT;;MAW;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Scalopped hammerhead shark;Sphyrna lewini;ICCAT;;SPL;;All areas;21,31,27,34,37;;;;
Other regions;Great hammerhead shark;Sphyrna mokarran;ICCAT;;SPK;;All areas;21,31,27,34,37;;;;
Other regions;Smooth hammerhead shark;Sphyrna zygaena;ICCAT;;SPZ;;All areas;21,31,27,34,37;;;;
Other regions;Mediterranean spearfish;Tetrapturus belone;ICCAT;;MSP;;All areas;21,31,27,34,37;;;;
Other regions;Roundscale spearfish;Tetrapturus georgii;ICCAT;;RSP;;All areas;21,31,27,34,37;;;;
Other regions;Longbill spearfish;Tetrapturus pfluegeri;ICCAT;;SPF;;All areas;21,31,27,34,37;;;;
Other regions;Albacore tuna;Thunnus alalunga;ICCAT;;ALB;AS05N,AN05N;All areas;31, 34, 41, 47;;;;
Other regions;Yellowfin tuna;Thunnus albacares;ICCAT;;YFT;ATLANT;All areas;21,27, 37;;;;
Other regions;Blackfin tuna;Thunnus atlanticus;ICCAT;;BLF;No TAC;All areas;21,31,27,34,37;;;;
Other regions;Bigeye tuna;Thunnus obesus;ICCAT;;BET;ATLLL,ATLPS,ATLANT;All areas;21,31,27,34,37;;;;
Other regions;Bluefin tuna;Thunnus thynnus;ICCAT;;BFT;*641,*643,*8301,*8302,'*8303F,AE45WM,AVARCH;All areas;31,27,34,37,47;;;;
Other regions;Swordfish;Xiphias gladius;ICCAT;;SWO;AN05N,AS05N,MED;All areas;21,31,27,34,37;;;;
Other regions;Wahoo;Acanthocybium solandri;IOTC;;WAH;;All areas;51.57;;;;
Other regions;Pelagic thresher shark;Alopias pelagicus;IOTC;;PTH;No TAC;All areas;51.57;;;;
Other regions;Bigeye thresher shark;Alopias superciliosus;IOTC;;BTH;No TAC;All areas;51.57;;;;
Other regions;Bullet tuna;Auxis rochei;IOTC;;BLT;No TAC;All areas;51.57;;;;
Other regions;Frigate tuna;Auxis thazard;IOTC;;FRZ;No TAC;All areas;51.57;;;;
Other regions;Silky shark;Carcharhinus falciformis;IOTC;;FAL;No TAC;All areas;51.57;;;;
Other regions;Oceanic whitetip shark;Carcharhinus longimanus;IOTC;;OCS;No TAC;All areas;51.57;;;;
Other regions;Requiem sharks;Carcharhinus spp.;IOTC;;CWZ;;All areas;51.57;;;;
Other regions;Dolphinfish;Coryphaena hippurus;IOTC;;DOL;No TAC;All areas;51.57;;;;
Other regions;Kawakawa;Euthynnus affinis;IOTC;;KAW;No TAC;All areas;51.57;;;;
Other regions;Black marlin;Istiompax indica;IOTC;;BLM;No TAC;All areas;51.57;;;;
Other regions;Indo-Pacific sailfish;Istiophorus platypterus;IOTC;;SFA;No TAC;All areas;51.57;;;;
Other regions;Shortfin mako;Isurus oxyrinchus;IOTC;;SMA;;All areas;51.57;;;;
Other regions;Longfin mako shark;Isurus paucus;IOTC;;LMA;;All areas;51.57;;;;
Other regions;Skipjack tuna;Katsuwonus pelamis;IOTC;;SKJ;No TAC;All areas;51.57;;;;
Other regions;Porbeagle;Lamna nasus;IOTC;;POR;;All areas;51.57;;;;
Other regions;Blue marlin;Makaira nigricans (or mazara);IOTC;;BUM;No TAC;All areas;51.57;;;;
Other regions;Mobulidae-manta rays;Mobula spp.;IOTC;;RMV;;All areas;51.57;;;;
Other regions;Blue shark;Prionace glauca;IOTC;;BSH;No TAC;All areas;51.57;;;;
Other regions;Whale shark;Rhincodon typus;IOTC;;RHN;;All areas;51.57;;;;
Other regions;Indo-Pacific king mackerel;Scomberomorus guttatus;IOTC;;GUT;No TAC;All areas;51.57;;;;
Other regions;Narrow-barred Spanish mackerel;Scomberomorus commerson;IOTC;;COM;No TAC;All areas;51.57;;;;
Other regions;Longtail tuna;Thunnus tonggol;IOTC;;LOT;No TAC;All areas;51.57;;;;
Other regions;Scalloped hammerhead shark;Sphyrna lewini;IOTC;;SPL;No TAC;All areas;51.57;;;;
Other regions;Great hammerhead shark;Sphyrna mokarran;IOTC;;SPK;;All areas;51.57;;;;
Other regions;Smooth hammerhead shark;Sphyrna zygaena;IOTC;;SPZ;;All areas;51.57;;;;
Other regions;Striped marlin;Tetrapturus audax;IOTC;;MLS;No TAC;All areas;51.57;;;;
Other regions;Shortbill spearfish;Tetrapturus angustirostris;IOTC;;SSP;;All areas;51.57;;;;
Other regions;Albacore tuna;Thunnus alalunga;IOTC;;ALB;No TAC;All areas;51.57;;;;
Other regions;Yellowfin tuna;Thunnus albacares;IOTC;;YFT;IOTC;All areas;51.57;;;;
Other regions;Bigeye tuna;Thunnus obesus;IOTC;;BET;No TAC;All areas;51.57;;;;
Other regions;Swordfish;Xiphias gladius;IOTC;;SWO;No TAC;All areas;51.57;;;;
Other regions;Pelagic thresher;Alopias pelagicus;WCPFC;;PTH;No TAC;All areas;71;;;;
Other regions;big eye thresher;Alopias superciliosus;WCPFC;;BTH;No TAC;All areas;71;;;;
Other regions;Common thresher;Alopias vulpinus;WCPFC;;ALV;No TAC;All areas;71;;;;
Other regions;Silky shark;Carcharhinus falciformis;WCPFC;;FAL;No TAC;All areas;71;;;;
Other regions;Oceanic whitetip shark;Carcharhinus longimanus;WCPFC;;OCS;No TAC;All areas;71;;;;
Other regions;Black marlin;Istiompax indica;WCPFC;;BLM;No TAC;All areas;71;;;;
Other regions;Shortfin mako shark;Isurus oxyrinchus;WCPFC;;SMA;;All areas;71;;;;
Other regions;Longfin mako shark;Isurus paucus;WCPFC;;LMA;;All areas;71;;;;
Other regions;Skipjack tuna;Katsuwonus pelamis;WCPFC;;SKJ;No TAC;All areas;71;;;;
Other regions;Porbeagle;Lamna nasus;WCPFC;;POR;;All areas;71;;;;
Other regions;Blue marlin;Makaira nigricans (or mazara);WCPFC;;BUM;No TAC;All areas;71;;;;
Other regions;Blue shark;Prionace glauca;WCPFC;;BSH;No TAC;All areas;71;;;;
Other regions;Whale shark;Rhincodon typus;WCPFC;;RHN;;All areas;71;;;;
Other regions;Scalopped hammerhead shark;Sphyrna lewini;WCPFC;;SPL;;All areas;71;;;;
Other regions;Great hammerhead shark;Sphyrna mokarran;WCPFC;;SPK;;All areas;71;;;;
Other regions;Smooth hammerhead shark;Sphyrna zygaena;WCPFC;;SPZ;;All areas;71;;;;
Other regions;Striped marlin;Tetrapturus audax;WCPFC;;MLS;No TAC;All areas;71;;;;
Other regions;Albacore tuna;Thunnus alalunga;WCPFC;;ALB;No TAC;All areas;71;;;;
Other regions;Yellowfin tuna;Thunnus albacares;WCPFC;;YFT;No TAC;All areas;71;;;;
Other regions;Bigeye tuna;Thunnus obesus;WCPFC;;BET;F7120S;All areas;71;;;;
Other regions;Pacific bluefin tuna;Thunnus orientalis;WCPFC;;PBF;No TAC;All areas;71;;;;
Other regions;Swordfish;Xiphias gladius;WCPFC;;SWO;F7120S;All areas;71;;;;
Other regions;Mobulidae-manta rays;Mobula spp.;WCPFC;;RMV;;All areas;71;;;;
Other regions;Silky shark;Carcharhinus falciformis;IATTC;;FAL;;All areas;77, 87;;;;
Other regions;Oceanic whitetip shark;Carcharhinus longimanus;IATTC;;OCS;;All areas;77, 87;;;;
Other regions;Black marlin;Istiompax indica;IATTC;;BLM;No TAC;All areas;77, 87;;;;
Other regions;Mako sharks;Isurus spp;IATTC;;MAK;;All areas;77, 87;;;;
Other regions;Skipjack tuna;Katsuwonus pelamis;IATTC;;SKJ;No TAC;All areas;77, 87;;;;
Other regions;Porbeagle;Lamna nasus;IATTC;;POR;;All areas;77, 87;;;;
Other regions;Blue marlin;Makaira nigricans (or mazara);IATTC;;BUM;No TAC;All areas;77, 87;;;;
Other regions;Whale shark;Rhincodon typus;IATTC;;RHN;;All areas;77, 87;;;;
Other regions;Scalopped hammerhead shark;Sphyrna lewini;IATTC;;SPL;;All areas;77, 87;;;;
Other regions;Great hammerhead shark;Sphyrna mokarran;IATTC;;SPK;;All areas;77, 87;;;;
Other regions;Smooth hammerhead shark;Sphyrna zygaena;IATTC;;SPZ;;All areas;77, 87;;;;
Other regions;Striped marlin;Tetrapturus audax;IATTC;;MLS;No TAC;All areas;77, 87;;;;
Other regions;Albacore tuna;Thunnus alalunga;IATTC;;ALB;No TAC;All areas;77, 87;;;;
Other regions;Yellowfin tuna;Thunnus albacares;IATTC;;YFT;No TAC;All areas;77, 87;;;;
Other regions;Bigeye tuna;Thunnus obesus;IATTC;;BET;IATTC;All areas;77, 87;;;;
Other regions;Pacific bluefin tuna;Thunnus orientalis;IATTC;;PBF;No TAC;All areas;77, 87;;;;
Other regions;Swordfish;Xiphias gladius;IATTC;;SWO;No TAC;All areas;77, 87;;;;
Other regions;Mobulidae-manta rays;Mobula spp.;IATTC;;RMV;;All areas;77, 87;;;;
Other regions;Acoupa weakfish;Cynoscion acoupa;WECAFC;;YNA;;Northern Brazil shelf;31;;;;
Other regions;Red hind;Epinephelus guttatus;WECAFC;;EEU;;All areas;31;;;;
Other regions;Southern brown shrimp;Farfantepenaeus subtilis;WECAFC;;PNU;;Northern Brazil shelf;31;;;;
Other regions;Flying fish;Hirundichthys affinis;WECAFC;;FFV;;All areas;31;;;;
Other regions;Queen conch;Lobatus gigas;WECAFC;;COO;;All areas;31;;;;
Other regions;Blackfin snapper;Lutjanus buccanella;WECAFC;;LJU;No TAC;All areas;31;;;;
Other regions;Red snapper;Lutjanus campechanus;WECAFC;;SNR;No TAC;All areas;31;;;;
Other regions;Southern red snapper;Lutjanus purpureus;WECAFC;;SNC;;Northern Brazil shelf;31;;;;
Other regions;Silk snapper;Lutjanus vivanus;WECAFC;;LTJ;;All areas;31;;;;
Other regions;Caribbean spiny lobster;Panulirus argus;WECAFC;;SLC,SNA;;All areas;31;;;;
Other regions;Alfonsinos;Beryx spp;SEAFO;;ALF;*F47NA, SEAFO;All areas;47;;;;
Other regions;Red/Golden crabs;Chaceon spp;SEAFO;;GER;No TAC;All areas;47;;;;
Other regions;Patagonian toothfish;Dissostichus eleginoides;SEAFO;;TOP;F47-D,F47D;All areas;47;;;;
Other regions;Blackbelly rosefishes;Helicolenus spp;SEAFO;;ROK;No TAC;All areas;47;;;;
Other regions;Orange roughy;Hoplostethus atlanticus;SEAFO;;ORY;F47NAM;All areas;47;;;;
Other regions;Pelagic armourhead/ Southern boarfish;Pseudopentaceros richardsoni;SEAFO;;EDR;No TAC;All areas;47;;;;
Other regions;Mackerel;Scomber spp;SEAFO;;MAZ;No TAC;All areas;47;;;;
Other regions;Horse mackerel;Trachurus spp;SEAFO;;JAX;No TAC;All areas;47;;;;
Other regions;Alfonsinos;Beryx spp.;CCAMLR;;ALF;;All areas;48, 58, 88;;;;
Other regions;Icefish;Champsocephalus gunnari;CCAMLR;;ANI;;All areas;48, 58, 88;;;;
Other regions;Toothfish;Dissostichus spp Dissostichus eleginoides and Dissostichus mawsoni);CCAMLR;;TOT;F517*dc,F574WR;All areas;48, 58, 88;;;;
Other regions;Krill;Euphausia superba;CCAMLR;;KRI;No TAC;All areas;48, 58, 88;;;;
Other regions;Orange roughy;Hoplostethus atlanticus;CCAMLR;;ORY;No TAC;All areas;48, 58, 88;;;;
Other regions;Rockcod;Lepidonotothen spp.;CCAMLR;;NOX;;All areas;48, 58, 88;;;;
Other regions;Grenadier;Macrourus spp.;CCAMLR;;GRV;;All areas;48, 58, 88;;;;
Other regions;Skates and rays;Rajiformes;CCAMLR;;SKX;;All areas;48, 58, 88;;;;
Other regions;Deep sea sharks;All species;CCAMLR;;API;;All areas;48, 58, 88;;;;
