"SpeciesAphiaID";"Species";"SpeciesDesc";"Family";"Order";"Class"
127069;"Sphyraena viridensis";"Sphyraena viridensis";"Sphyraenidae";"Carangaria incertae sedis";"Actinopteri"
105819;"Sphyrna zygaena";"Smooth hammerhead";"Sphyrnidae";"Carcharhiniformes";"Elasmobranchii"
127028;"Thunnus obesus";"Bigeye tuna";"Scombridae";"Scombriformes";"Actinopteri"
126821;"Trachurus picturatus";"Blue jack mackerel";"Carangidae";"Carangiformes";"Actinopteri"
127426;"Zenopsis conchifer";"Zenopsis conchifer";"Zeidae";"Zeiformes";"Actinopteri"
127027;"Thunnus albacares";"Yellowfin tuna";"Scombridae";"Scombriformes";"Actinopteri"
105836;"Alopias vulpinus";"Thintail thresher";"Alopiidae";"Lamniformes";"Elasmobranchii"
141101;"Charonia lampas";"Pink lady. WoRMS 141101";"Charoniidae";"Littorinimorpha";"Gastropoda"
126374;"Halobatrachus didactylus";"Halobatrachus didactylus";"Batrachoididae";"Batrachoidiformes";"Actinopteri"
127060;"Pagellus erythrinus";"Common pandora";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
126806;"Caranx rhonchus";"Caranx rhonchus";"Carangidae";"Carangiformes";"Actinopteri"
105899;"Centrophorus granulosus";"Gulper shark";"Centrophoridae";"Squaliformes";"Elasmobranchii"
105901;"Centrophorus squamosus";"Leafscale gulper shark";"Centrophoridae";"Squaliformes";"Elasmobranchii"
127054;"Diplodus vulgaris";"two banded sea bream";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
105856;"Gymnura altavela";"Gymnura altavela";"Gymnuridae";"Myliobatiformes";"Elasmobranchii"
127007;"Argyrosomus regius";"Meagre";"Sciaenidae";"Eupercaria incertae sedis";"Actinopteri"
141907;"Chamelea gallina";"Striped venus";"Veneridae";"Venerida";"Bivalvia"
127049;"Diplodus annularis";"Diplodus annularis";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
127051;"Diplodus cervinus";"Diplodus cervinus. WoRMS 127051";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
127052;"Diplodus puntazzo";"Diplodus puntazzo";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
126455;"Gaidropsarus guttatus";"Gaidropsarus guttatus";"Lotidae";"Gadiformes";"Actinopteri"
127055;"Lithognathus mormyrus";"Lithognathus mormyrus";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
105914;"Oxynotus centrina";"Angular roughshark";"Oxynotidae";"Squaliformes";"Elasmobranchii"
127058;"Pagellus bellottii";"Pagellus bellottii";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
127061;"Pagrus auriga";"Pagrus auriga";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
140389;"Bolinus brandaris";"Bolinus brandaris";"Muricidae";"Neogastropoda";"Gastropoda"
159313;"Cynoscion regalis";"Cynoscion regalis";"Sciaenidae";"Eupercaria incertae sedis";"Actinopteri"
127154;"Dicologlossa cuneata";"Wedge sole";"Soleidae";"Pleuronectiformes";"Actinopteri"
105812;"Galeus melastomus";"Blackmouth catshark";"Pentanchidae";"Carcharhiniformes";"Elasmobranchii"
126946;"Plectorhinchus mediterraneus";"Plectorhinchus mediterraneus";"Haemulidae";"Eupercaria incertae sedis";"Actinopteri"
273507;"Pomadasys jubelini";"Pomadasys jubelini";"Haemulidae";"Eupercaria incertae sedis";"Actinopteri"
126503;"Urophycis chuss";"Red hake";"Phycidae";"Gadiformes";"Actinopteri"
126504;"Urophycis tenuis";"White hake. WoRMS 126504";"Phycidae";"Gadiformes";"Actinopteri"
127031;"Anthias anthias";"Anthias anthias";"Serranidae";"Perciformes";"Actinopteri"
105903;"Deania calcea";"Birdbeak dogfish";"Centrophoridae";"Squaliformes";"Elasmobranchii"
273958;"Dentex angolensis";"Dentex angolensis";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
125607;"Balistidae";"Balistidae";"Balistidae";"Tetraodontiformes";"Actinopteri"
126413;"Alosa alosa";"Allis shad";"Clupeidae";"Clupeiformes";"Actinopteri"
105907;"Centroscymnus coelolepis";"Portuguese dogfish";"Somniosidae";"Squaliformes";"Elasmobranchii"
105918;"Scymnodon ringens";"Knifetooth dogfish";"Somniosidae";"Squaliformes";"Elasmobranchii"
127076;"Stromateus fiatola";"harvestfish. AphiaID 127076";"Stromateidae";"Perciformes";"Actinopteri"
141906;"Callista chione";"brown venus";"Veneridae";"Venerida";"Bivalvia"
126961;"Centrolabrus exoletus";"Rock cook";"Labridae";"Eupercaria incertae sedis";"Actinopteri"
126554;"Lophius budegassa";"Black-bellied angler";"Lophiidae";"Lophiiformes";"Actinopteri"
105821;"Mustelus asterias";"Starry smooth-hound";"Triakidae";"Carcharhiniformes";"Elasmobranchii"
105860;"Myliobatis aquila";"Common eagle ray";"Myliobatidae";"Myliobatiformes";"Elasmobranchii"
127019;"Orcynopsis unicolor";"Plain bonito";"Scombridae";"Scombriformes";"Actinopteri"
140736;"Pharus legumen";"Pharus legumen";"Pharidae";"Adapedonta";"Bivalvia"
140301;"Spisula solida";"Solid surf clam";"Mactridae";"Venerida";"Bivalvia"
126759;"Anarhichas minor";"Spotted wolffish";"Anarhichadidae";"Perciformes";"Actinopteri"
127145;"Lepidorhombus boscii";"Four-spot megrim";"Scophthalmidae";"Pleuronectiformes";"Actinopteri"
127264;"Lepidotrigla cavillone";"Lepidotrigla cavillone";"Triglidae";"Perciformes";"Actinopteri"
105815;"Scyliorhinus stellaris";"Nursehound";"Scyliorhinidae";"Carcharhiniformes";"Elasmobranchii"
126820;"Trachurus mediterraneus";"Mediterranean horse mackerel";"Carangidae";"Carangiformes";"Actinopteri"
127266;"Trigla lyra";"Piper gurnard";"Triglidae";"Perciformes";"Actinopteri"
282503;"Pteroscion peli";"Pteroscion peli";"Sciaenidae";"Eupercaria incertae sedis";"Actinopteri"
274304;"Microchirus variegatus";"Thickback Sole";"Soleidae";"Pleuronectiformes";"Actinopteri"
105922;"Echinorhinus brucus";"Bramble shark";"Echinorhinidae";"Echinorhiniformes";"Elasmobranchii"
107109;"Parapenaeus longirostris";"Parapenaeus longirostris";"Penaeidae";"Decapoda";"Malacostraca"
105873;"Leucoraja circularis";"Sandy ray";"Rajidae";"Rajiformes";"Elasmobranchii"
126404;"Hoplostethus mediterraneus";"Silver roughy. WoRMS 126404";"Trachichthyidae";"Trachichthyiformes";"Actinopteri"
105833;"Hexanchus griseus";"Bluntnose sixgill shark";"Hexanchidae";"Hexanchiformes";"Elasmobranchii"
101174;"Petromyzon marinus";"Sea lamprey";"Petromyzontidae";"Petromyzontiformes";"Petromyzonti"
273965;"Dentex macrophthalmus";"Large-eye dentex";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
126802;"Caranx crysos";"Blue runner. WoRMS 126802";"Carangidae";"Carangiformes";"Actinopteri"
127378;"Macroramphosus scolopax";"longspine snipefish. AphiaID 127378";"Centriscidae";"Syngnathiformes";"Actinopteri"
126065;"Thunnus";"Thunnus sp.";"Scombridae";"Scombriformes";"Actinopteri"
126987;"Pseudupeneus prayensis";"Pseudupeneus prayensis";"Mullidae";"Mulliformes";"Actinopteri"
127012;"Umbrina cirrosa";"Shi drum";"Sciaenidae";"Eupercaria incertae sedis";"Actinopteri"
139004;"Laevicardium crassum";"Norwegian egg cockle";"Cardiidae";"Cardiida";"Bivalvia"
126816;"Seriola dumerili";"Greater amberjack";"Carangidae";"Carangiformes";"Actinopteri"
125595;"Scorpaenidae";"Scorpion fish";"Scorpaenidae";"Perciformes";"Actinopteri"
141911;"Dosinia exoleta";"Mature dosinia";"Veneridae";"Venerida";"Bivalvia"
140025;"Glycymeris glycymeris";"Common European bittersweet";"Glycymerididae";"Arcida";"Bivalvia"
181382;"Ommastrephes bartramii";"Ommastrephes bartramii";"Ommastrephidae";"Oegopsida";"Cephalopoda"
127062;"Pagrus caeruleostictus";"Pagrus caeruleostictus";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
105905;"Deania profundorum";"arrowhead dogfish. WoRMS AphiaID 105905";"Centrophoridae";"Squaliformes";"Elasmobranchii"
712906;"Kajikia albida";"Atlantic white marlin";"Istiophoridae";"Carangiformes";"Actinopteri"
126950;"Makaira nigricans";"Blue marlin";"Istiophoridae";"Carangiformes";"Actinopteri"
127032;"Epinephelus aeneus";"Epinephelus aeneus";"Serranidae";"Perciformes";"Actinopteri"
126976;"Dicentrarchus punctatus";"Spotted seabass";"Moronidae";"Eupercaria incertae sedis";"Actinopteri"
127089;"Trichiurus lepturus";"Largehead hairtail";"Trichiuridae";"Scombriformes";"Actinopteri"
126949;"Istiophorus albicans";"Istiophorus albicans";"Istiophoridae";"Carangiformes";"Actinopteri"
125715;"Alosa";"shads. AphiaID 125715";"Clupeidae";"Clupeiformes";"Actinopteri"
125476;"Gasterosteidae";"Sticklebacks";"Gasterosteidae";"Perciformes";"Actinopteri"
126505;"Gasterosteus aculeatus";"Three-spined stickleback";"Gasterosteidae";"Perciformes";"Actinopteri"
254529;"Myoxocephalus quadricornis";"Fourhorn sculpin";"Cottidae";"Perciformes";"Actinopteri"
106733;"Galatheidae";"Squat lobsters";"Galatheidae";"Decapoda";"Malacostraca"
105919;"Somniosus microcephalus";"Greenland shark";"Somniosidae";"Squaliformes";"Elasmobranchii"
126053;"Pseudotolithus";"Pseudotolithus sp.";"Sciaenidae";"Eupercaria incertae sedis";"Actinopteri"
218450;"Mene maculata";"Moonfish";"Menidae";"Carangaria incertae sedis";"Actinopteri"
126084;"Sphyraena";"Barracudas";"Sphyraenidae";"Carangaria incertae sedis";"Actinopteri"
1066;"Crustacea";"Crustacea";NA;NA;NA
126279;"Acipenser sturio";"Sturgeon";"Acipenseridae";"Acipenseriformes";"Actinopteri"
125516;"Ammodytidae";"Sand eel sp.";"Ammodytidae";"Perciformes";"Actinopteri"
106847;"Paralithodes";"";"Lithodidae";"Decapoda";"Malacostraca"
325342;"Decapodiformes";"Decapodiformes";NA;NA;"Cephalopoda"
105871;"Dipturus nidarosiensis";"Norwegian skate";"Rajidae";"Rajiformes";"Elasmobranchii"
151523;"Sparus aurata";"Gilt head bream";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
105885;"Raja microocellata";"Small-eyed ray";"Rajidae";"Rajiformes";"Elasmobranchii"
234700;"Dissostichus eleginoides";"Patagonian toothfish";"Nototheniidae";"Perciformes";"Actinopteri"
141919;"Mercenaria mercenaria";"Northern quahog";"Veneridae";"Venerida";"Bivalvia"
243;"Veneridae";"Venus clams (Veneridae)";"Veneridae";"Venerida";"Bivalvia"
125743;"Gaidropsarus";"Three-bearded rocklings";"Lotidae";"Gadiformes";"Actinopteri"
105874;"Leucoraja fullonica";"Shagreen skate";"Rajidae";"Rajiformes";"Elasmobranchii"
282468;"Pseudophycis bachus";"Red codling";"Moridae";"Gadiformes";"Actinopteri"
126715;"Argentina silus";"Greater argentine";"Argentinidae";"Argentiniformes";"Actinopteri"
154659;"Ariidae";"Sea catfishes";"Ariidae";"Siluriformes";"Actinopteri"
105863;"Amblyraja hyperborea";"Arctic skate";"Rajidae";"Rajiformes";"Elasmobranchii"
138515;"Solen";"Solen sp.";"Solenidae";"Adapedonta";"Bivalvia"
105896;"Rostroraja alba";"Bottlenosed skate";"Rajidae";"Rajiformes";"Elasmobranchii"
107369;"Chaceon affinis";"Red crab";"Geryonidae";"Decapoda";"Malacostraca"
279987;"Brachypterois serrulata";"Sawtooth Scorpionfish";"Scorpaenidae";"Perciformes";"Actinopteri"
126057;"Auxis";"Frigate mackerels";"Scombridae";"Scombriformes";"Actinopteri"
125538;"Haemulidae";"Grunts (family)";"Haemulidae";"Eupercaria incertae sedis";"Actinopteri"
158879;"Limanda ferruginea";"Rusty flounder. WoRMS 158879";"Pleuronectidae";"Pleuronectiformes";"Actinopteri"
574538;"Doryteuthis gahi";"Patagonian squid. WoRMS AphiaID 574538";"Loliginidae";"Myopsida";"Cephalopoda"
217800;"Genypterus capensis";"Kingklip";"Ophidiidae";"Ophidiiformes";"Actinopteri"
342064;"Illex argentinus";"Argentine shortfin squid";"Ommastrephidae";"Oegopsida";"Cephalopoda"
272455;"Merluccius hubbsi";"Argentine hake";"Merlucciidae";"Gadiformes";"Actinopteri"
272450;"Macruronus novaezelandiae";"New Zealand whiptail";"Merlucciidae";"Gadiformes";"Actinopteri"
154285;"Alburnus alburnus";"bleak";"Cyprinidae";"Cypriniformes";"Actinopteri"
154599;"Leuciscus leuciscus";"Common Dace";"Cyprinidae";"Cypriniformes";"Actinopteri"
125539;"Istiophoridae";"Marlins";"Istiophoridae";"Carangiformes";"Actinopteri"
267118;"Scombrinae Rafinesque";"Tunas";"Scombridae";"Scombriformes";"Actinopteri"
125739;"Trisopterus";"Trisopterus. WoRMS 125739";"Gadidae";"Gadiformes";"Actinopteri"
138278;"Illex";"Squid (Illex sp.). AphiaID 138278";"Ommastrephidae";"Oegopsida";"Cephalopoda"
126132;"Solea";"Solea";"Soleidae";"Pleuronectiformes";"Actinopteri"
126029;"Dicentrarchus";"Seabasses";"Moronidae";"Eupercaria incertae sedis";"Actinopteri"
141936;"Venus verrucosa";"Venus verrucosa";"Veneridae";"Venerida";"Bivalvia"
236719;"Mimachlamys varia";"Variegated scallop";"Pectinidae";"Pectinida";"Bivalvia"
745846;"Polititapes rhomboides";"Venerupis rhomboides";"Veneridae";"Venerida";"Bivalvia"
126735;"Mallotus villosus";"Capelin";"Osmeridae";"Osmeriformes";"Actinopteri"
125581;"Soleidae";"WoRMS 125581";"Soleidae";"Pleuronectiformes";"Actinopteri"
159067;"Brotula barbata";"Brotula barbata";"Ophidiidae";"Ophidiiformes";"Actinopteri"
211;"Mytilidae";"Saltwater mussels (Mytilidae)";"Mytilidae";"Mytilida";"Bivalvia"
140733;"Ensis ensis";"Jackknife";"Pharidae";"Adapedonta";"Bivalvia"
106822;"Penaeus";"Penaeus";"Penaeidae";"Decapoda";"Malacostraca"
105695;"Triakidae";"Houndsharks (Triakidae)";"Triakidae";"Carcharhiniformes";"Elasmobranchii"
125559;"Scombridae";"Mackerels (Scombridae)";"Scombridae";"Scombriformes";"Actinopteri"
140735;"Ensis siliqua";"Sword razor shell";"Pharidae";"Adapedonta";"Bivalvia"
367756;"Venerupis philippinarum";"Japanese littleneck";"Veneridae";"Venerida";"Bivalvia"
10313;"Gadiformes";"Gadiforms";NA;"Gadiformes";"Actinopteri"
10331;"Pleuronectiformes";"Flatfishes (Pleuronectiformes)";NA;"Pleuronectiformes";"Actinopteri"
127405;"Mola mola";"Ocean sunfish";"Molidae";"Tetraodontiformes";"Actinopteri"
158885;"Pseudopleuronectes americanus";"Lemon sole";"Pleuronectidae";"Pleuronectiformes";"Actinopteri"
123083;"Holothuroidea";"Sea cucumbers. WoRMS 123083";NA;NA;"Holothuroidea"
246184;"Penaeus notialis";"Southern pink shrimp. WoRMS 246184";"Penaeidae";"Decapoda";"Malacostraca"
126450;"Enchelyopus cimbrius";"Fourbeard rockling";"Lotidae";"Gadiformes";"Actinopteri"
154271;"Abramis";"Bream";"Cyprinidae";"Cypriniformes";"Actinopteri"
126827;"Centracanthus cirrus";"Centracanthus cirrus";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
11760;"Ommastrephidae";"Squids (Ommastrephidae)";"Ommastrephidae";"Oegopsida";"Cephalopoda"
106669;"Dendrobranchiata";"Dendrobranchiata";NA;"Decapoda";"Malacostraca"
126803;"Caranx hippos";"Caranx hippos";"Carangidae";"Carangiformes";"Actinopteri"
107083;"Aristeus antennatus";"Aristeus antennatus";"Aristeidae";"Decapoda";"Malacostraca"
272030;"Atherina presbyter";"Sand smelt";"Atherinidae";"Atheriniformes";"Actinopteri"
107046;"Plesionika";"Plesionika";"Pandalidae";"Decapoda";"Malacostraca"
126522;"Lampris guttatus";"Opah";"Lampridae";"Lampriformes";"Actinopteri"
273966;"Dentex maroccanus";"Dentex maroccanus";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
107399;"Polybius henslowii";"Polybius henslowii";"Polybiidae";"Decapoda";"Malacostraca"
126392;"Scomberesox saurus";"Atlantic saury";"Scomberesocidae";"Beloniformes";"Actinopteri"
127056;"Oblada melanura";"Oblada melanura";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
105816;"Sphyrna lewini";"Scalloped hammerhead";"Sphyrnidae";"Carcharhiniformes";"Elasmobranchii"
126964;"Ctenolabrus rupestris";"Goldsinny-wrasse";"Labridae";"Eupercaria incertae sedis";"Actinopteri"
107651;"Pandalus montagui";"Aesop shrimp";"Pandalidae";"Decapoda";"Malacostraca"
126527;"Trachipterus arcticus";"Dealfish";"Trachipteridae";"Lampriformes";"Actinopteri"
278702;"Genypterus blacodes";"WoRMS 278702. Pink cusk-eel";"Ophidiidae";"Ophidiiformes";"Actinopteri"
272449;"Macruronus magellanicus";"WoRMS 272449. Patagonian grenadier";"Merlucciidae";"Gadiformes";"Actinopteri"
151404;"Nototheniidae";"WoRMS 151404. Antarctic rockcods. noties nei";"Nototheniidae";"Perciformes";"Actinopteri"
282654;"Salilota australis";"WoRMS 282654. Tadpole codling";"Moridae";"Gadiformes";"Actinopteri"
321911;"Tetronarce nobiliana";"Electric ray";"Torpedinidae";"Torpediniformes";"Elasmobranchii"
401555;"Alectis alexandrina";"Alexandria pompano";"Carangidae";"Carangiformes";"Actinopteri"
125547;"Mullidae";"Goatfish";"Mullidae";"Mulliformes";"Actinopteri"
125576;"Bothidae";"Lefteye flounders";"Bothidae";"Pleuronectiformes";"Actinopteri"
125775;"Gasterosteus";"Gasterosteus sp.";"Gasterosteidae";"Perciformes";"Actinopteri"
127151;"Zeugopterus punctatus";"Topknot";"Scophthalmidae";"Pleuronectiformes";"Actinopteri"
105913;"Etmopterus spinax";"Velvet belly";"Etmopteridae";"Squaliformes";"Elasmobranchii"
125945;"Trachinotus";"Pompano";"Carangidae";"Carangiformes";"Actinopteri"
280634;"Eleginops maclovinus";"Patagonian blenny";"Eleginopsidae";"Perciformes";"Actinopteri"
154316;"Gobio gobio";"Gudgeon";"Cyprinidae";"Cypriniformes";"Actinopteri"
127204;"Taurulus bubalis";"Longspined bullhead";"Cottidae";"Perciformes";"Actinopteri"
126034;"Mullus";"Mullus. WoRMS 126034";"Mullidae";"Mulliformes";"Actinopteri"
273960;"Dentex canariensis";"Canary dentex. WoRMS 273960";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
126985;"Mullus barbatus";"Red mullet. WoRMS 126985";"Mullidae";"Mulliformes";"Actinopteri"
156817;"Argopecten irradians";"Bay Scallop";"Pectinidae";"Pectinida";"Bivalvia"
105851;"Dasyatis pastinaca";"Common stingray";"Dasyatidae";"Myliobatiformes";"Elasmobranchii"
127247;"Scorpaena porcus";"Black scorpionfish";"Scorpaenidae";"Perciformes";"Actinopteri"
125464;"Clupeidae";"WoRMS Aphia 125464. herrings";"Clupeidae";"Clupeiformes";"Actinopteri"
105837;"Cetorhinus maximus";"Basking shark";"Cetorhinidae";"Lamniformes";"Elasmobranchii"
107707;"Panulirus regius";"Panulirus regius";"Palinuridae";"Decapoda";"Malacostraca"
126980;"Liza ramada";"Thinlip grey mullet";"Mugilidae";"Mugiliformes";"Actinopteri"
126978;"Liza aurata";"Golden grey mullet";"Mugilidae";"Mugiliformes";"Actinopteri"
123390;"Strongylocentrotus";"Strongylocentrotus";"Strongylocentrotidae";"Camarodonta";"Echinoidea"
105870;"Dipturus linteus";"Sailray";"Rajidae";"Rajiformes";"Elasmobranchii"
273571;"Symphodus melops";"Corkwing wrasse";"Labridae";"Eupercaria incertae sedis";"Actinopteri"
234781;"Micromesistius australis";"Micromesistius australis";"Gadidae";"Gadiformes";"Actinopteri"
126943;"Brachydeuterus auritus";"Brachydeuterus auritus";"Haemulidae";"Eupercaria incertae sedis";"Actinopteri"
123776;"Asterias rubens";"Red starfish";"Asteriidae";"Forcipulatida";"Asteroidea"
126435;"Gadiculus argenteus";"Silvery pout";"Gadidae";"Gadiformes";"Actinopteri"
101170;"Myxine glutinosa";"Hagfish";"Myxinidae";"Myxiniformes";"Myxini"
126486;"Antimora rostrata";"Blue antimora";"Moridae";"Gadiformes";"Actinopteri"
105906;"Centroscyllium fabricii";"Black dogfish";"Etmopteridae";"Squaliformes";"Elasmobranchii"
105891;"Raja undulata";"Undulate ray";"Rajidae";"Rajiformes";"Elasmobranchii"
158962;"Merluccius bilinearis";"Merluccius bilinearis";"Merlucciidae";"Gadiformes";"Actinopteri"
140600;"Eledone cirrhosa";"Horned octopus";"Eledonidae";"Octopoda";"Cephalopoda"
278529;"Lophiodes kempi";"Lophiodes kempi";"Lophiidae";"Lophiiformes";"Actinopteri"
125773;"Phycis";"Phycis sp.";"Phycidae";"Gadiformes";"Actinopteri"
126129;"Microchirus";"Microchirus Bonaparte 1833. WoRMS 126129";"Soleidae";"Pleuronectiformes";"Actinopteri"
126460;"Molva macrophthalma";"Molva macrophthalma. WoRMS 126460";"Lotidae";"Gadiformes";"Actinopteri"
105729;"Scyliorhinus";"Scyliorhinus sp.";"Scyliorhinidae";"Carcharhiniformes";"Elasmobranchii"
127263;"Chelidonichthys obscurus";"Chelidonichthys obscurus";"Triglidae";"Perciformes";"Actinopteri"
138138;"Alloteuthis";"Little squid";"Loliginidae";"Myopsida";"Cephalopoda"
126100;"Uranoscopus";"Uranoscopus sp.";"Uranoscopidae";"Perciformes";"Actinopteri"
126863;"Lepidocybium flavobrunneum";"Lepidocybium flavobrunneum";"Gempylidae";"Scombriformes";"Actinopteri"
158326;"Aristaeomorpha foliacea";"Aristaeomorpha foliacea";"Aristeidae";"Decapoda";"Malacostraca"
126171;"Scorpaena";"scorpionfishes. AphiaID 126171";"Scorpaenidae";"Perciformes";"Actinopteri"
126835;"Cepola macrophthalma";"red band-fish. AphiaID 126835";"Cepolidae";"Eupercaria incertae sedis";"Actinopteri"
107709;"Scyllarus arctus";"small European locust lobster. WoRMS 107709";"Scyllaridae";"Decapoda";"Malacostraca"
159184;"Lophius americanus";"Lophius americanus";"Lophiidae";"Lophiiformes";"Actinopteri"
138590;"Gibbula";"Gibbula sp.";"Trochidae";"Trochida";"Gastropoda"
126076;"Diplodus";"Diplodus. WoRMS 126076";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
272457;"Merluccius polli";"Merluccius polli";"Merlucciidae";"Gadiformes";"Actinopteri"
214557;"Triaenodon obesus";"Triaenodon obesus";"Carcharhinidae";"Carcharhiniformes";"Elasmobranchii"
240796;"Aristaeopsis edwardsiana";"Aristaeopsis edwardsiana";"Aristeidae";"Decapoda";"Malacostraca"
127014;"Acanthocybium solandri";"Acanthocybium solandri";"Scombridae";"Scombriformes";"Actinopteri"
234116;"Aristeus varidens";"Aristeus varidens";"Aristeidae";"Decapoda";"Malacostraca"
151179;"Morone saxatilis";"Striped bass";"Moronidae";"Eupercaria incertae sedis";"Actinopteri"
105915;"Oxynotus paradoxus";"Sailfin roughshark";"Oxynotidae";"Squaliformes";"Elasmobranchii"
712917;"Brachirus niger";"WoRMS AphiaID 712917";"Soleidae";"Pleuronectiformes";"Actinopteri"
107676;"Pasiphaea multidentata";"Pink Glass Shrimp";"Pasiphaeidae";"Decapoda";"Malacostraca"
272258;"Clupeonella engrauliformis";"anchovy sprat. WoRMS AphiaID 272258";"Clupeidae";"Clupeiformes";"Actinopteri"
105904;"Deania hystricosa";"rough longnose dogfish. WoRMS AphiaID 105904";"Centrophoridae";"Squaliformes";"Elasmobranchii"
126682;"Alepocephalus bairdii";"Baird's smooth-head";"Alepocephalidae";"Alepocephaliformes";"Actinopteri"
105908;"Centroscymnus crepidater";"Longnose velvet dogfish";"Somniosidae";"Squaliformes";"Elasmobranchii"
10211;"Squaliformes";"WoRMS 10211";NA;"Squaliformes";"Elasmobranchii"
126080;"Pagrus";"Pagrus sp.";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
125949;"Spicara";"Spicara sp.";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
126070;"Serranus";"Serranus sp.";"Serranidae";"Perciformes";"Actinopteri"
105789;"Carcharhinus falciformis";"Carcharhinus falciformis";"Carcharhinidae";"Carcharhiniformes";"Elasmobranchii"
107264;"Paromola cuvieri";"Paromola cuvieri";"Homolidae";"Decapoda";"Malacostraca"
158928;"Microgadus tomcod";"Microgadus tomcod";"Gadidae";"Gadiformes";"Actinopteri"
254569;"Oncorhynchus nerka";"Oncorhynchus nerka";"Salmonidae";"Salmoniformes";"Actinopteri"
126032;"Mugil";"Mugil sp.";"Mugilidae";"Mugiliformes";"Actinopteri"
126052;"Argyrosomus";"Argyrosomus sp.";"Sciaenidae";"Eupercaria incertae sedis";"Actinopteri"
127126;"Arnoglossus laterna";"Scaldfish";"Bothidae";"Pleuronectiformes";"Actinopteri"
274196;"Cynoglossus canariensis";"Cynoglossus canariensis";"Cynoglossidae";"Pleuronectiformes";"Actinopteri"
105886;"Raja miraletus";"Raja miraletus";"Rajidae";"Rajiformes";"Elasmobranchii"
105835;"Alopias superciliosus";"Alopias superciliosus";"Alopiidae";"Lamniformes";"Elasmobranchii"
105769;"Rhinobatos";"Rhinobatos sp.";"Rhinobatidae";"Rhinopristiformes";"Elasmobranchii"
