"SpeciesAphiaID";"Species";"SpeciesDesc";"Family";"Order";"Class"
105783;"Squatina";"Squatina sp.";"Squatinidae";"Squatiniformes";"Elasmobranchii"
158669;"Alosa pseudoharengus";"Alosa pseudoharengus";"Clupeidae";"Clupeiformes";"Actinopteri"
126068;"Epinephelus";"Epinephelus sp.";"Serranidae";"Perciformes";"Actinopteri"
159791;"Lutjanus";"Lutjanus sp.";"Lutjanidae";"Eupercaria incertae sedis";"Actinopteri"
107704;"Palinurus mauritanicus";"Pink spiny lobster. WoRMS AphiaID107704";"Palinuridae";"Decapoda";"Malacostraca"
126011;"Pomadasys";"Pomadasys sp.";"Haemulidae";"Eupercaria incertae sedis";"Actinopteri"
141546;"Solen marginatus";"Solen marginatus";"Solenidae";"Adapedonta";"Bivalvia"
105730;"Sphyrna";"Sphyrna sp.";"Sphyrnidae";"Carcharhiniformes";"Elasmobranchii"
181364;"Venerupis corrugata";"Venerupis pullastra";"Veneridae";"Venerida";"Bivalvia"
125762;"Merluccius";"Merluccius sp.";"Merlucciidae";"Gadiformes";"Actinopteri"
126947;"Pomadasys incisus";"Pomadasys incisus";"Haemulidae";"Eupercaria incertae sedis";"Actinopteri"
105751;"Dasyatis";"Dasyatis sp.";"Dasyatidae";"Myliobatiformes";"Elasmobranchii"
126957;"Acantholabrus palloni";"Scale-rayed wrasse";"Labridae";"Eupercaria incertae sedis";"Actinopteri"
105850;"Dasyatis centroura";"Dasyatis centroura";"Dasyatidae";"Myliobatiformes";"Elasmobranchii"
106930;"Portunus";"Portunus sp.";"Portunidae";"Decapoda";"Malacostraca"
107107;"Metapenaeus monoceros";"Metapenaeus monoceros";"Penaeidae";"Decapoda";"Malacostraca"
51;"Mollusca";"Mollusca";NA;NA;NA
217746;"Merluccius capensis";"Merluccius capensis";"Merlucciidae";"Gadiformes";"Actinopteri"
574541;"Doryteuthis pealeii";"Longfin inshore squid";"Loliginidae";"Myopsida";"Cephalopoda"
159811;"Stenotomus chrysops";"Stenotomus chrysops";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
138352;"Pinna";"Pinna sp.";"Pinnidae";"Ostreida";"Bivalvia"
107379;"Callinectes sapidus";"Callinectes sapidus";"Portunidae";"Decapoda";"Malacostraca"
105797;"Carcharhinus plumbeus";"Carcharhinus plumbeus";"Carcharhinidae";"Carcharhiniformes";"Elasmobranchii"
126811;"Naucrates ductor";"Pilotfish";"Carangidae";"Carangiformes";"Actinopteri"
105840;"Isurus paucus";"longfin mako. WoRMS AphiaID 105840";"Lamnidae";"Lamniformes";"Elasmobranchii"
126433;"Boreogadus saida";"Polar cod";"Gadidae";"Gadiformes";"Actinopteri"
127016;"Auxis thazard";"Frigate tuna";"Scombridae";"Scombriformes";"Actinopteri"
126372;"Synodus saurus";"Synodus saurus";"Synodontidae";"Aulopiformes";"Actinopteri"
106763;"Portunidae";"Portunidae";"Portunidae";"Decapoda";"Malacostraca"
127196;"Cottus gobio";"European bullhead";"Cottidae";"Perciformes";"Actinopteri"
158566;"Conger oceanicus";"WoRMS ID 158566. conger eel.";"Congridae";"Anguilliformes";"Actinopteri"
110690;"Meganyctiphanes norvegica";"Northern krill. WoRMS 110690";"Euphausiidae";"Euphausiacea";"Malacostraca"
105807;"Apristurus laurussonii";"Iceland catshark. AphiaID 105807";"Pentanchidae";"Carcharhiniformes";"Elasmobranchii"
126831;"Centrolophus niger";"Rudderfish";"Centrolophidae";"Scombriformes";"Actinopteri"
127256;"Trachyscorpia cristulata";"Atlantic thornyhead";"Sebastidae";"Perciformes";"Actinopteri"
282855;"Squalius cephalus";"Chub";"Cyprinidae";"Cypriniformes";"Actinopteri"
106782;"Crangonidae";"WoRMS 106782";"Crangonidae";"Decapoda";"Malacostraca"
229;"Cardiidae";"Cockles. WoRMS Aphia 229";"Cardiidae";"Cardiida";"Bivalvia"
125551;"Polynemidae";"Polynemidae";"Polynemidae";"Carangaria incertae sedis";"Actinopteri"
105927;"Squatina oculata";"Squatina oculata";"Squatinidae";"Squatiniformes";"Elasmobranchii"
127008;"Pseudotolithus senegalensis";"Pseudotolithus senegalensis";"Sciaenidae";"Eupercaria incertae sedis";"Actinopteri"
273823;"Thunnus orientalis";"Thunnus orientalis";"Scombridae";"Scombriformes";"Actinopteri"
272452;"Merluccius australis";"Merluccius australis";"Merlucciidae";"Gadiformes";"Actinopteri"
141577;"Arcopagia crassa";"Arcopagia crassa";"Tellinidae";"Cardiida";"Bivalvia"
105793;"Carcharhinus limbatus";"Carcharhinus limbatus";"Carcharhinidae";"Carcharhiniformes";"Elasmobranchii"
158667;"Alosa aestivalis";"Blueback shad. WoRMS 158667";"Clupeidae";"Clupeiformes";"Actinopteri"
151748;"Scombroidei";"Tuna-like fishes. WoRMS Aphia 151748";NA;"Perciformes";"Actinopteri"
219697;"Thyrsites atun";"snoek. WoRMS AphiaID 219697";"Gempylidae";"Scombriformes";"Actinopteri"
273146;"Brama australis";"Brama australis. WoRMS Aphia 273146";"Bramidae";"Scombriformes";"Actinopteri"
273675;"Cubiceps caeruleus";"Cubiceps caeruleus. WoRMS Aphia 273675";"Nomeidae";"Scombriformes";"Actinopteri"
107007;"Crangon";"Crangon shrimps. WoRMS AphiaID 107007";"Crangonidae";"Decapoda";"Malacostraca"
126757;"Anarhichas denticulatus";"Northern wolffish";"Anarhichadidae";"Perciformes";"Actinopteri"
125505;"Ophidiidae";"";"Ophidiidae";"Ophidiiformes";"Actinopteri"
126094;"Trachinus";"Weevers. WoRMS 126094";"Trachinidae";"Perciformes";"Actinopteri"
246388;"Penaeus kerathurus";"Caramote prawn. WoRMS 246388";"Penaeidae";"Decapoda";"Malacostraca"
136137;"Squilla mantis";"WoRMS 136137";"Squillidae";"Stomatopoda";"Malacostraca"
126112;"Cynoglossus";"Tonguesoles. WoRMS 126112";"Cynoglossidae";"Pleuronectiformes";"Actinopteri"
11725;"Sepiolidae";"Sepiolidae";"Sepiolidae";"Sepiida";"Cephalopoda"
125526;"Centrolophidae";"";"Centrolophidae";"Scombriformes";"Actinopteri"
106917;"Chaceon";"";"Geryonidae";"Decapoda";"Malacostraca"
126401;"Gephyroberyx darwinii";"Darwin's slimehead";"Trachichthyidae";"Trachichthyiformes";"Actinopteri"
272601;"Lophius vaillanti";"Shortspine African angler";"Lophiidae";"Lophiiformes";"Actinopteri"
127417;"Sphoeroides pachygaster";"Smooth pufferfish. WoRMS 127417";"Tetraodontidae";"Tetraodontiformes";"Actinopteri"
234117;"Chaceon maritae";"";"Geryonidae";"Decapoda";"Malacostraca"
158988;"Phycis chesteri";"Longfin hake";"Phycidae";"Gadiformes";"Actinopteri"
273964;"Dentex gibbosus";"Pink dentex. WoRMS 273964";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
126079;"Pagellus";"";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
106727;"Penaeidae";"Penaeid shrimps. WoRMS 106727";"Penaeidae";"Decapoda";"Malacostraca"
127011;"Umbrina canariensis";"Canary drum (=Baardman)";"Sciaenidae";"Eupercaria incertae sedis";"Actinopteri"
10329;"Scorpaeniformes";"WoRMS 10329";NA;"Scorpaeniformes";NA
127130;"Citharus linguatula";"Spotted flounder. WoRMS 127130";"Citharidae";"Pleuronectiformes";"Actinopteri"
126997;"Galeoides decadactylus";"Lesser African threadfin";"Polynemidae";"Carangaria incertae sedis";"Actinopteri"
127128;"Arnoglossus thori";"Thor's scaldfish";"Bothidae";"Pleuronectiformes";"Actinopteri"
127131;"Cynoglossus browni";"Nigerian tonguesole";"Cynoglossidae";"Pleuronectiformes";"Actinopteri"
280725;"Ethmalosa fimbriata";"Bonga shad. WoRMS 280725";"Clupeidae";"Clupeiformes";"Actinopteri"
276824;"Psettodes bennettii";"Spiny turbot";"Psettodidae";"Pleuronectiformes";"Actinopteri"
105712;"Rhinobatidae";"";"Rhinobatidae";"Rhinopristiformes";"Elasmobranchii"
126241;"Sphoeroides";"WoRMS 126241";"Tetraodontidae";"Tetraodontiformes";"Actinopteri"
125565;"Sphyraenidae";"";"Sphyraenidae";"Carangaria incertae sedis";"Actinopteri"
151453;"Lutjanidae";"";"Lutjanidae";"Eupercaria incertae sedis";"Actinopteri"
11713;"Sepiida";"Little cuttlefishes. WoRMS 11713";NA;"Sepiida";"Cephalopoda"
234751;"Patagonotothen brevicauda";"";"Nototheniidae";"Perciformes";"Actinopteri"
105775;"Etmopterus";"Lanternsharks. WoRMS 105775";"Etmopteridae";"Squaliformes";"Elasmobranchii"
125589;"Cottidae";"Bullheads/sculpins. WoRMS AphiaID 125589";"Cottidae";"Perciformes";"Actinopteri"
159340;"Scomberomorus cavalla";"";"Scombridae";"Scombriformes";"Actinopteri"
205077;"Macropodia";"Spider crabs";"Inachidae";"Decapoda";"Malacostraca"
150630;"Echiichthys vipera";"Lesser weever. WoRMS 150630";"Trachinidae";"Perciformes";"Actinopteri"
127000;"Chromis chromis";"Damselfish";"Pomacentridae";"Ovalentaria incertae sedis";"Actinopteri"
126963;"Coris julis";"Mediterranean rainbow wrasse";"Labridae";"Eupercaria incertae sedis";"Actinopteri"
126301;"Gymnothorax unicolor";"Brown moray";"Muraenidae";"Anguilliformes";"Actinopteri"
303486;"Kyphosus sectatrix";"Bermuda sea chub";"Kyphosidae";"Centrarchiformes";"Actinopteri"
151501;"Labrus mixtus";"Red wrasse";"Labridae";"Eupercaria incertae sedis";"Actinopteri"
140270;"Loligo forbesii";"Inshore squid";"Loliginidae";"Myopsida";"Cephalopoda"
299565;"Muraena augusti";"Muraena augusti";"Muraenidae";"Anguilliformes";"Actinopteri"
127163;"Polymixia nobilis";"Polymixia nobilis";"Polymixiidae";"Polymixiiformes";"Actinopteri"
126812;"Pseudocaranx dentex";"Pseudocaranx dentex. WoRMS 126812";"Carangidae";"Carangiformes";"Actinopteri"
126818;"Seriola rivoliana";"Longfin yellowtail";"Carangidae";"Carangiformes";"Actinopteri"
126970;"Thalassoma pavo";"WoRMS 126970";"Labridae";"Eupercaria incertae sedis";"Actinopteri"
126298;"Enchelycore anatina";"Fangtooth moray";"Muraenidae";"Anguilliformes";"Actinopteri"
107275;"Cancer bellianus";"WoRMS 107275";"Cancridae";"Decapoda";"Malacostraca"
159833;"Aphanopus intermedius";"Aphanopus intermedius. WoRMS 159833";"Trichiuridae";"Scombriformes";"Actinopteri"
140684;"Patella ulyssiponensis";"Rough limpet. WoRMS 140684";"Patellidae";NA;"Gastropoda"
107656;"Plesionika edwardsii";"Striped soldier shrimp";"Pandalidae";"Decapoda";"Malacostraca"
126999;"Abudefduf luridus";"Canary damsel";"Pomacentridae";"Ovalentaria incertae sedis";"Actinopteri"
154375;"Thymallus thymallus";"Grayling";"Salmonidae";"Salmoniformes";"Actinopteri"
138268;"Octopus";"Octopuses";"Octopodidae";"Octopoda";"Cephalopoda"
127190;"Agonus cataphractus";"Hooknose";"Agonidae";"Perciformes";"Actinopteri"
126675;"Ophidion barbatum";"Snake blenny";"Ophidiidae";"Ophidiiformes";"Actinopteri"
125570;"Trachinidae";"";"Trachinidae";"Perciformes";"Actinopteri"
106790;"Pasiphaeidae";"Glass shrimps (family). WoRMS 106790";"Pasiphaeidae";"Decapoda";"Malacostraca"
181580;"Corbicula fluminea";"Asian clam";"Cyrenidae";"Venerida";"Bivalvia"
105740;"Alopias";"Alopias";"Alopiidae";"Lamniformes";"Elasmobranchii"
218565;"Pomadasys olivaceus";"";"Haemulidae";"Eupercaria incertae sedis";"Actinopteri"
126063;"Scomber";"WoRMS 126063";"Scombridae";"Scombriformes";"Actinopteri"
274298;"Dicologlossa hexophthalma";"";"Soleidae";"Pleuronectiformes";"Actinopteri"
126855;"Erythrocles monodi";"";"Emmelichthyidae";"Eupercaria incertae sedis";"Actinopteri"
141459;"Sepiola rondeletii";"Dwarf bobtail squid. WoRMS 141459";"Sepiolidae";"Sepiida";"Cephalopoda"
127068;"Sphyraena sphyraena";"";"Sphyraenidae";"Carangaria incertae sedis";"Actinopteri"
274314;"Synaptura cadenati";"";"Soleidae";"Pleuronectiformes";"Actinopteri"
10295;"Anguilliformes";"";NA;"Anguilliformes";"Actinopteri"
125612;"Tetraodontidae";"toadfishes. AphiaID 125612";"Tetraodontidae";"Tetraodontiformes";"Actinopteri"
127039;"Mycteroperca rubra";"Mottled grouper";"Serranidae";"Perciformes";"Actinopteri"
125519;"Blenniidae";"Blennies. WoRMS Aphia 125519";"Blenniidae";"Blenniiformes";"Actinopteri"
275405;"Elops lacerta";"";"Elopidae";"Elopiformes";"Actinopteri"
271638;"Etmopterus polli";"";"Etmopteridae";"Squaliformes";"Elasmobranchii"
3;"Plantae";"Plants. WoRMS 3";NA;NA;NA
273510;"Pomadasys perotaei";"";"Haemulidae";"Eupercaria incertae sedis";"Actinopteri"
276823;"Psettodes belcheri";"Psettodes belcheri";"Psettodidae";"Pleuronectiformes";"Actinopteri"
277898;"Drepane africana";"";"Drepaneidae";"Acanthuriformes";"Actinopteri"
127159;"Solea senegalensis";"Senegal sole. WoRMS 127159";"Soleidae";"Pleuronectiformes";"Actinopteri"
106921;"Callinectes";"Callinectes. WoRMS 106921";"Portunidae";"Decapoda";"Malacostraca"
276423;"Eucinostomus melanopterus";"";"Gerreidae";"Eupercaria incertae sedis";"Actinopteri"
274302;"Microchirus ocellatus";"Azevia";"Soleidae";"Pleuronectiformes";"Actinopteri"
127006;"Rachycentron canadum";"";"Rachycentridae";"Carangiformes";"Actinopteri"
107268;"Calappa granulata";"WoRMS 107268";"Calappidae";"Decapoda";"Malacostraca"
106807;"Aristeus";"";"Aristeidae";"Decapoda";"Malacostraca"
126180;"Trigla";"WoRMS 126180";"Triglidae";"Perciformes";"Actinopteri"
826639;"Torpedo";"Torpedo rays. WoRMS 105784";"Torpedinidae";"Torpediniformes";"Elasmobranchii"
127261;"Chelidonichthys lastoviza";"Streaked gurnard";"Triglidae";"Perciformes";"Actinopteri"
105813;"Galeus murinus";"Mouse catshark. AphiaID 105813";"Pentanchidae";"Carcharhiniformes";"Elasmobranchii"
107615;"Palaemon longirostris";"Delta prawn";"Palaemonidae";"Decapoda";"Malacostraca"
105881;"Raja asterias";"Mediterranean starry ray. WoRMS 105881";"Rajidae";"Rajiformes";"Elasmobranchii"
123082;"Echinoidea";"sea urchins (nei)";NA;NA;"Echinoidea"
140059;"Haliotis tuberculata";"Tuberculate abalone. WoRMS 140059";"Haliotidae";"Lepetellida";"Gastropoda"
141445;"Sepia orbignyana";"pink cuttlefish. WoRMS AphiaID 141445";"Sepiidae";"Sepiida";"Cephalopoda"
231750;"Ruditapes philippinarum";"Japanese carpet shell. WoRMS 231750";"Veneridae";"Venerida";"Bivalvia"
712907;"Kajikia audax";"Striped marlin";"Istiophoridae";"Carangiformes";"Actinopteri"
138297;"Crassostrea";"Cupped oysters. WoRMS 138297";"Ostreidae";"Ostreida";"Bivalvia"
105928;"Squatina squatina";"Angelshark";"Squatinidae";"Squatiniformes";"Elasmobranchii"
145990;"Ulva rigida";"Sea lettuce. WoRMS 145990";"Ulvaceae";"Ulvales";"Ulvophyceae"
106177;"Pollicipes pollicipes";"Gooseneck barnacle. WoRMS 106177";"Pollicipedidae";"Pollicipedomorpha";"Thecostraca"
125744;"Molva";"WoRMS 125744";"Lotidae";"Gadiformes";"Actinopteri"
105727;"Apristurus";"ghost cat sharks. AphiaID 105727";"Pentanchidae";"Carcharhiniformes";"Elasmobranchii"
126830;"Spicara smaris";"Picarel";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
141443;"Sepia elegans";"Elegant cuttlefish. AphiaID 141443";"Sepiidae";"Sepiida";"Cephalopoda"
127153;"Buglossidium luteum";"Solenette";"Soleidae";"Pleuronectiformes";"Actinopteri"
144199;"Laminaria";"Sea kelp";"Laminariaceae";"Laminariales";"Phaeophyceae"
125988;"Gobius";"gobies. AphiaID125988";"Gobiidae";"Gobiiformes";"Actinopteri"
125752;"Macrourus";"AphiaID 125752";"Macrouridae";"Gadiformes";"Actinopteri"
127093;"Uranoscopus scaber";"Star-gazer. WoRMS 127093";"Uranoscopidae";"Perciformes";"Actinopteri"
210371;"Penaeus japonicus";"Kuruma prawn. WoRMS 210371";"Penaeidae";"Decapoda";"Malacostraca"
159343;"Thunnus atlanticus";"Blackfin tuna";"Scombridae";"Scombriformes";"Actinopteri"
125474;"Moridae";"Morid cod";"Moridae";"Gadiformes";"Actinopteri"
126152;"Myoxocephalus";"great sculpins. AphiaID 126152";"Cottidae";"Perciformes";"Actinopteri"
126141;"Salmo";"WoRMS 126141";"Salmonidae";"Salmoniformes";"Actinopteri"
219707;"Allothunnus fallai";"";"Scombridae";"Scombriformes";"Actinopteri"
106898;"Chionoecetes";"Snow crabs";"Oregoniidae";"Decapoda";"Malacostraca"
137906;"Donax";"Donax clams. WoRMS 137906";"Donacidae";"Cardiida";"Bivalvia"
272298;"Eleginus nawaga";"Wachna cod. WoRMS 272298";"Gadidae";"Gadiformes";"Actinopteri"
124316;"Paracentrotus lividus";"Stony sea urchin. WoRMS 124316";"Parechinidae";"Camarodonta";"Echinoidea"
246150;"Polititapes aureus";"Golden carpet shell. WoRMS 246150";"Veneridae";"Venerida";"Bivalvia"
140601;"Eledone moschata";"Musky octopus. WoRMS 140601";"Eledonidae";"Octopoda";"Cephalopoda"
159228;"Menidia menidia";"Atlantic silverside. WoRMS 159228";"Atherinopsidae";"Atheriniformes";"Actinopteri"
141424;"Scrobicularia plana";"Peppery furrow. WoRMS 141424";"Semelidae";"Cardiida";"Bivalvia"
125452;"Exocoetidae";"Flyingfishes. WoRMS 125452";"Exocoetidae";"Beloniformes";"Actinopteri"
106918;"Geryon";"Geryons. WoRMS 106918";"Geryonidae";"Decapoda";"Malacostraca"
105830;"Rhinochimaera atlantica";"Straightnose rabbitfish";"Rhinochimaeridae";"Chimaeriformes";"Holocephali"
126109;"Arnoglossus";"WoRMS 129109";"Bothidae";"Pleuronectiformes";"Actinopteri"
127255;"Sebastes viviparus";"Norway redfish";"Sebastidae";"Perciformes";"Actinopteri"
107678;"Pasiphaea tarda";"Glass shrimp";"Pasiphaeidae";"Decapoda";"Malacostraca"
135306;"Aurelia aurita";"";"Ulmaridae";"Semaeostomeae";"Scyphozoa"
141454;"Sepiola atlantica";"Atlantic bobtail squid";"Sepiolidae";"Sepiida";"Cephalopoda"
126814;"Selene dorsalis";"";"Carangidae";"Carangiformes";"Actinopteri"
127025;"Scomberomorus tritor";"West African mackerel";"Scombridae";"Scombriformes";"Actinopteri"
273307;"Spicara alta";"WoRMA 273307";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
712438;"Carlarius heudelotii";"";"Ariidae";"Siluriformes";"Actinopteri"
281158;"Ilisha africana";"West African ilisha";"Pristigasteridae";"Clupeiformes";"Actinopteri"
107373;"Geryon longipes";"WoRMS 107373";"Geryonidae";"Decapoda";"Malacostraca"
125438;"Atherinidae";"Atherinidae";"Atherinidae";"Atheriniformes";"Actinopteri"
138963;"Crepidula fornicata";"American slipper-limpet";"Calyptraeidae";"Littorinimorpha";"Gastropoda"
105924;"Squalus blainville";"Longnose spurdog. WoRMS 105924";"Squalidae";"Squaliformes";"Elasmobranchii"
131626;"Spongiidae";"WoRMS 131626";"Spongiidae";"Dictyoceratida";"Demospongiae"
105702;"Lamnidae";"Lamnidae";"Lamnidae";"Lamniformes";"Elasmobranchii"
126954;"Tetrapturus pfluegeri";"Longbill spearfish";"Istiophoridae";"Carangiformes";"Actinopteri"
293723;"Salmo trutta fario";"Freshwater brown trout";"Salmonidae";"Salmoniformes";"Actinopteri"
126233;"Mola";"";"Molidae";"Tetraodontiformes";"Actinopteri"
126299;"Gymnothorax maderensis";"Gymnothorax maderensis";"Muraenidae";"Anguilliformes";"Actinopteri"
158926;"Gadus ogac";"Gadus ogac";"Gadidae";"Gadiformes";"Actinopteri"
127050;"Diplodus bellottii";"WoRMS 127050";"Sparidae";"Eupercaria incertae sedis";"Actinopteri"
105743;"Isurus";"Mako shark. WoRMS AphiaID 105743";"Lamnidae";"Lamniformes";"Elasmobranchii"
271684;"Torpedo marmorata";"Marbled electric ray";"Torpedinidae";"Torpediniformes";"Elasmobranchii"
105710;"Myliobatidae";"Manta rays WoRMS 105710";"Myliobatidae";"Myliobatiformes";"Elasmobranchii"
1292;"Anthozoa";"Sea anemones. WoRMS 1292";NA;NA;"Anthozoa"
106789;"Pandalidae";"";"Pandalidae";"Decapoda";"Malacostraca"
138660;"Cymbium";"WoRMS 138660";"Volutidae";"Neogastropoda";"Gastropoda"
273513;"Pomadasys rogerii";"WoRMS 273513";"Haemulidae";"Eupercaria incertae sedis";"Actinopteri"
274226;"Cynoglossus senegalensis";"";"Cynoglossidae";"Pleuronectiformes";"Actinopteri"
10193;"Elasmobranchii";"Elasmobranchii";NA;NA;"Elasmobranchii"
105826;"Hydrolagus mirabilis";"Large-eyed rabbitfish";"Chimaeridae";"Chimaeriformes";"Holocephali"
105825;"Hydrolagus affinis";"deepwater chimaera. WoRMS AphiaID 105825";"Chimaeridae";"Chimaeriformes";"Holocephali"
219734;"Tetrapturus angustirostris";"Shortbill spearfish";"Istiophoridae";"Carangiformes";"Actinopteri"
107387;"Liocarcinus depurator";"blue-leg swimcrab. WoRMS ApiaID 107387";"Polybiidae";"Decapoda";"Malacostraca"
273021;"Apogon imberbis";"Cardinal fish";"Apogonidae";"Kurtiformes";"Actinopteri"
140623;"Sthenoteuthis pteropus";"";"Ommastrephidae";"Oegopsida";"Cephalopoda"
105823;"Mustelus punctulatus";"Blackspotted smooth-hound";"Triakidae";"Carcharhiniformes";"Elasmobranchii"
1019159;"Rajella lintea";"";"Rajidae";"Rajiformes";"Elasmobranchii"
126442;"Raniceps raninus";"Tadpole fish";"Gadidae";"Gadiformes";"Actinopteri"
106737;"Lithodidae";"";"Lithodidae";"Decapoda";"Malacostraca"
127413;"Ephippion guttifer";"WoRMS 127413";"Tetraodontidae";"Tetraodontiformes";"Actinopteri"
106738;"Paguridae";"Right-handed hermit crabs";"Paguridae";"Decapoda";"Malacostraca"
126684;"Alepocephalus rostratus";"Risso's smooth-head";"Alepocephalidae";"Alepocephaliformes";"Actinopteri"
127001;"Chromis limbata";"Azores chromis";"Pomacentridae";"Ovalentaria incertae sedis";"Actinopteri"
106224;"Megabalanus azoricus";"Megabalanus azoricus";"Balanidae";"Balanomorpha";"Thecostraca"
107197;"Dardanus arrosor";"WoRMS 107197";"Calcinidae";"Decapoda";"Malacostraca"
126866;"Promethichthys prometheus";"Roudi escolar";"Gempylidae";"Scombriformes";"Actinopteri"
422188;"Grapsus grapsus";"Lightfoot crab";"Grapsidae";"Decapoda";"Malacostraca"
138312;"Patella";"Limpets nei";"Patellidae";NA;"Gastropoda"
140678;"Patella candei";"Limpets nei";"Patellidae";NA;"Gastropoda"
138477;"Sepia";"";"Sepiidae";"Sepiida";"Cephalopoda"
123160;"Echinidae";"WoRMS 123160";"Echinidae";"Camarodonta";"Echinoidea"
125508;"Argentinidae";"";"Argentinidae";"Argentiniformes";"Actinopteri"
275247;"Stephanolepis cirrhifer";"";"Monacanthidae";"Tetraodontiformes";"Actinopteri"
293754;"Trachyscorpia cristulata echinata";"WoRMS 293754";"Sebastidae";"Perciformes";"Actinopteri"
159646;"Selar crumenophthalmus";"Bigeye scad. WoRMS 159646";"Carangidae";"Carangiformes";"Actinopteri"
127219;"Liparis liparis";"Striped seasnail";"Liparidae";"Perciformes";"Actinopteri"
127188;"Salvelinus alpinus";"Arctic char";"Salmonidae";"Salmoniformes";"Actinopteri"
105728;"Galeus";"";"Pentanchidae";"Carcharhiniformes";"Elasmobranchii"
107315;"Chionoecetes opilio";"Snow crab";"Oregoniidae";"Decapoda";"Malacostraca"
126580;"Benthosema glaciale";"Glacier lanternfish";"Myctophidae";"Myctophiformes";"Actinopteri"
126095;"Aphanopus";"";"Trichiuridae";"Scombriformes";"Actinopteri"
126865;"Nesiarchus nasutus";"Black gemfish";"Gempylidae";"Scombriformes";"Actinopteri"
125944;"Seriola";"Amberjacks nei";"Carangidae";"Carangiformes";"Actinopteri"
126788;"Taractichthys longipinnis";"Big-scale pomfret";"Bramidae";"Scombriformes";"Actinopteri"
126373;"Synodus synodus";"Redbarred lizardfish";"Synodontidae";"Aulopiformes";"Actinopteri"
105771;"Deania";"";"Centrophoridae";"Squaliformes";"Elasmobranchii"
105773;"Centroscymnus";"";"Somniosidae";"Squaliformes";"Elasmobranchii"
689175;"Phorcus atratus";"Caramujo-da-Madeira";"Trochidae";"Trochida";"Gastropoda"
465540;"Procambarus clarkii";"Red swamp crawfish. WoRMS 465540";"Cambaridae";"Decapoda";"Malacostraca"
125416;"Corallium rubrum";"";"Coralliidae";"Alcyonacea";"Anthozoa"
158812;"Istiophorus platypterus";"Indo-Pacific sailfish";"Istiophoridae";"Carangiformes";"Actinopteri"
126508;"Spinachia spinachia";"Sea stickleback";"Gasterosteidae";"Perciformes";"Actinopteri"
105811;"Galeus atlanticus";"Atlantic sawtail catshark";"Pentanchidae";"Carcharhiniformes";"Elasmobranchii"
871951;"Aetomylaeus bovinus";"Bull ray";"Myliobatidae";"Myliobatiformes";"Elasmobranchii"
271691;"Torpedo torpedo";"Common torpedo";"Torpedinidae";"Torpediniformes";"Elasmobranchii"
299235;"Squalus uyato";"Little gulper shark";"Squalidae";"Squaliformes";"Elasmobranchii"
151177;"Morone americana";"White perch";"Moronidae";"Eupercaria incertae sedis";"Actinopteri"
138158;"Mactra";"Fenugreeks. WoRMS 138158";"Mactridae";"Venerida";"Bivalvia"
135220;"Scyphozoa";"Jellyfish";NA;NA;"Scyphozoa"
