"Data","Catch_group","Section","Section_name","Subsection","Subsection_name","Subsubsection","Subsubsection_name","Filter_var","Filter","Grouped","Graph_group","Graph_type","Graph_variant","type_of_threshold","value_of_threshold","Var","var1","var2","tapply_type","proportion","sorted","graph_par","legend_par","png_name","txt_name","png_dir","txt_dir"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.2","Landings by species","Catch_group","demersal",FALSE,41,2,"","cum_percent","99","LandingWeight_1000ton","Species","FlagCountry","sum",TRUE,TRUE,"list(oma = c(4,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.8)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.3.2_2","2.3.2_2","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.3","Landings by fleet","Catch_group","demersal",FALSE,42,1,"","cum_percent","95","LandingWeight_1000ton","FlagCountry_Loa","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.3.3_1","2.3.3_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.3","Landings by fleet","Catch_group","demersal",FALSE,43,2,"a","NULL","NULL","LandingWeight_1000ton","FlagCountry","VesselLengthCategory","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.3.3_2a","2.3.3_2a","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.3","Landings by fleet","Catch_group","demersal",FALSE,44,2,"b","NULL","NULL","LandingWeight_1000ton","VesselLengthCategory","FlagCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.3.3_2b","2.3.3_2b","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.4","Landings by area","Catch_group","demersal",FALSE,45,1,"","NULL","NULL","LandingWeight_1000ton","Area","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.3.4_1","2.3.4_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.4","Landings by area","Catch_group","demersal",FALSE,46,2,"a","NULL","NULL","LandingWeight_1000ton","Area","FlagCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.3.4_2a","2.3.4_2a","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.4","Landings by area","Catch_group","demersal",FALSE,47,2,"b","NULL","NULL","LandingWeight_1000ton","FlagCountry","Area","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.3.4_2b","2.3.4_2b","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.5","Landings by fishing ground","Catch_group","demersal",FALSE,48,1,"","NULL","NULL","LandingWeight_1000ton","FishingGround","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.3.5_1","2.3.5_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.5","Landings by fishing ground","Catch_group","demersal",FALSE,49,2,"","NULL","NULL","LandingWeight_1000ton","FishingGround","FlagCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1.5), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.3.5_2","2.3.5_2","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.6","Landings by metier","Catch_group","demersal",FALSE,50,1,"a","cum_percent","95","LandingWeight_1000ton","FishingActivityLvl5","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.3.6_1a","2.3.6_1a","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.6","Landings by metier","Catch_group","demersal",FALSE,51,2,"a","cum_percent","95","LandingWeight_1000ton","FishingActivityLvl5","FlagCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.3.6_2a","2.3.6_2a","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.6","Landings by metier","Catch_group","demersal",FALSE,52,1,"b","cum_percent","95","LandingWeight_1000ton","FishingActivityLvl6","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.3.6_1b","2.3.6_1b","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.6","Landings by metier","Catch_group","demersal",FALSE,53,2,"b","cum_percent","95","LandingWeight_1000ton","FishingActivityLvl6","FlagCountry","sum",TRUE,TRUE,"list(oma = c(4,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.3.6_2b","2.3.6_2b","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.7","Landings by harbour","Catch_group","demersal",FALSE,54,1,"","main","20","LandingWeight_1000ton","Harbour","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.3.7_1","2.3.7_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.7","Landings by harbour","Catch_group","demersal",FALSE,55,2,"","main","20","LandingWeight_1000ton","Harbour","FlagCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.3.7_2","2.3.7_2","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","demersal",2,"Landings (CL)","2.3","Demersal landings","2.3.8","Landings abroad","Catch_group","demersal",FALSE,56,2,"","NULL","NULL","LandingWeight_1000ton","FlagCountry","LandingCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.3.8_2","2.3.8_2","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.1","Landings by country","Catch_group","flatfish",FALSE,57,1,"","NULL","NULL","LandingWeight_1000ton","FlagCountry","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.4.1_1","2.4.1_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.2","Landings by species","Catch_group","flatfish",FALSE,58,1,"","cum_percent","99","LandingWeight_1000ton","Species","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.4.2_1","2.4.2_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.2","Landings by species","Catch_group","flatfish",FALSE,59,2,"","cum_percent","99","LandingWeight_1000ton","Species","FlagCountry","sum",TRUE,TRUE,"list(oma = c(4,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.8)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.4.2_2","2.4.2_2","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.3","Landings by fleet","Catch_group","flatfish",FALSE,60,1,"","cum_percent","95","LandingWeight_1000ton","FlagCountry_Loa","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.4.3_1","2.4.3_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.3","Landings by fleet","Catch_group","flatfish",FALSE,61,2,"a","NULL","NULL","LandingWeight_1000ton","FlagCountry","VesselLengthCategory","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.4.3_2a","2.4.3_2a","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.3","Landings by fleet","Catch_group","flatfish",FALSE,62,2,"b","NULL","NULL","LandingWeight_1000ton","VesselLengthCategory","FlagCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.4.3_2b","2.4.3_2b","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.4","Landings by area","Catch_group","flatfish",FALSE,63,1,"","NULL","NULL","LandingWeight_1000ton","Area","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.4.4_1","2.4.4_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.4","Landings by area","Catch_group","flatfish",FALSE,64,2,"a","NULL","NULL","LandingWeight_1000ton","Area","FlagCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.4.4_2a","2.4.4_2a","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.4","Landings by area","Catch_group","flatfish",FALSE,65,2,"b","NULL","NULL","LandingWeight_1000ton","FlagCountry","Area","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.4.4_2b","2.4.4_2b","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.5","Landings by fishing ground","Catch_group","flatfish",FALSE,66,1,"","NULL","NULL","LandingWeight_1000ton","FishingGround","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.4.5_1","2.4.5_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.5","Landings by fishing ground","Catch_group","flatfish",FALSE,67,2,"","NULL","NULL","LandingWeight_1000ton","FishingGround","FlagCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1.5), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.4.5_2","2.4.5_2","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.6","Landings by metier","Catch_group","flatfish",FALSE,68,1,"a","cum_percent","95","LandingWeight_1000ton","FishingActivityLvl5","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.4.6_1a","2.4.6_1a","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.6","Landings by metier","Catch_group","flatfish",FALSE,69,2,"a","cum_percent","95","LandingWeight_1000ton","FishingActivityLvl5","FlagCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.4.6_2a","2.4.6_2a","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.6","Landings by metier","Catch_group","flatfish",FALSE,70,1,"b","cum_percent","95","LandingWeight_1000ton","FishingActivityLvl6","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.4.6_1b","2.4.6_1b","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.6","Landings by metier","Catch_group","flatfish",FALSE,71,2,"b","cum_percent","95","LandingWeight_1000ton","FishingActivityLvl6","FlagCountry","sum",TRUE,TRUE,"list(oma = c(4,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.4.6_2b","2.4.6_2b","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.7","Landings by harbour","Catch_group","flatfish",FALSE,72,1,"","main","20","LandingWeight_1000ton","Harbour","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","2.4.7_1","2.4.7_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.7","Landings by harbour","Catch_group","flatfish",FALSE,73,2,"","main","20","LandingWeight_1000ton","Harbour","FlagCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.4.7_2","2.4.7_2","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CL","flatfish",2,"Landings (CL)","2.4","Flatfish landings","2.4.8","Landings abroad","Catch_group","flatfish",FALSE,74,2,"","NULL","NULL","LandingWeight_1000ton","FlagCountry","LandingCountry","sum",TRUE,TRUE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","2.4.8_2","2.4.8_2","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CE","NULL",3,"Effort (CE)","3.1","Overall effort","3.1.1","Effort by country","","",TRUE,1,1,"a","NULL","NULL","TripsNumber","FlagCountry","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"", mfrow=c(2,2))","NULL","3.1.1_1","3.1.1_1a","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CE","NULL",3,"Effort (CE)","3.1","Overall effort","3.1.1","Effort by country","","",TRUE,1,1,"b","NULL","NULL","DaysAtSea","FlagCountry","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"", mfrow=c(2,2))","NULL","3.1.1_1","3.1.1_1b","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CE","NULL",3,"Effort (CE)","3.1","Overall effort","3.1.1","Effort by country","","",TRUE,1,1,"c","NULL","NULL","KWDays","FlagCountry","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"", mfrow=c(2,2))","NULL","3.1.1_1","3.1.1_1c","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CE","NULL",3,"Effort (CE)","3.1","Overall effort","3.1.1","Effort by country","","",TRUE,1,1,"d","NULL","NULL","GTDays","FlagCountry","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"", mfrow=c(2,2))","NULL","3.1.1_1","3.1.1_1d","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CE","NULL",3,"Effort (CE)","3.2","Overall effort","3.2.1","Effort by fleet","","",FALSE,2,1,"","cum_percent","95","TripsNumber","FlagCountry_Loa","NULL","sum",FALSE,TRUE,"list(oma = c(6,1,1,1), mai = c(1,1,.5,.5), ylab_line=4, col=""colour4"")","NULL","3.2.1_1","3.2.1_1","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CE","NULL",3,"Effort (CE)","3.2","Overall effort","3.2.1","Effort by fleet","","",FALSE,3,2,"a","NULL","NULL","TripsNumber","FlagCountry","VesselLengthCategory","sum",TRUE,FALSE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","3.2.1_2a","3.2.1_2a","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CE","NULL",3,"Effort (CE)","3.2","Overall effort","3.2.1","Effort by fleet","","",FALSE,4,2,"b","NULL","NULL","TripsNumber","VesselLengthCategory","FlagCountry","sum",TRUE,FALSE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","3.2.1_2b","3.2.1_2b","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
"CE","NULL",3,"Effort (CE)","3.7","Overall effort","3.7.1","Effort abroad","","",FALSE,17,2,"","NULL","NULL","TripsNumber","FlagCountry","HarbourCountry","sum",TRUE,FALSE,"list(oma = c(3,1,1,5), mai = c(1,1,0.7,1), ylab_line=4, col=""colour4"", cex.x=0.9)","list(x=max(bar.coords)+diff(bar.coords)[1]/1.5","3.7.1_2","3.7.1_2","outputs\RCG_NA\Annual_Overview\figures","outputs\RCG_NA\Annual_Overview\tables"
